Sr. No.,Jun DUNs,May DUNs,legal_nm,dba_nm,alt_bus_nm,bus1_address1,bus1_address2,bus1_city,bus1_state_cd,Action Code,Action Code Details,Final DUNS,Comments,Weblinks,June/May,Location,Company Name on D&B,Address on D&B,Contact Number,DUNS As Per CP,Headquarter DUNS
,73680675,555963565,KELLY CONSTRUCTION,KELLY CONSTRUCTION,-,1860 WOODLANDS INDUSTRIAL DR,-,TRUSSVILLE,AL,D,After research on the web found possible DUNS,073680675 / 555963565,"On hoovers for JUNE DUNS we found company name "" Kelly Road Builders, Inc. "" and name matches partially and address matches completely and for MAY DUNS we found company name "" Kelly Construction Inc "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,"Kelly Road Builders, Inc.","1860 Woodlands Industrial Dr Trussville, AL 35173-3104, United States",205-957-2484 ,073680675 / 555963565,-
,167459580,800782273,HOLLAND RESIDENTIAL,HOLLAND RESIDENTIAL,-,1111 MAIN ST STE 710,-,VANCOUVER,WA,A,Accepted original DUNS based on input data given,167459580,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Headquarters,"HOLLAND RESIDENTIAL, LLC","1111 Main St Ste 700 Vancouver, WA 98660-2970, United States",360-694-7888 ,-,167459580
,614663722,115297400,DAMON CORP,THOR MOTOR COACH INC,-,PO BOX 1486,-,ELKHART,IN,D,After research on the web found possible DUNS,614663722 / 115297400,"On hoovers for JUNE DUNS we found company name "" Thor Motor Coach, Inc. "" and name matches partially and address matches completely and for MAY DUNS we found company name "" DAMON CORPORATION "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Headquarters,"Thor Motor Coach, Inc.","520 County Road 15 Elkhart, IN 46516-9552, United States",574-293-5256,614663722 / 115297400,115297400
,79340268,876879495,TKG STORAGEMART,TKGSTORAGEMART,-,215 N STADIUM BLVD,-,COLUMBIA,MO,D,After research on the web found possible DUNS,079340268 / 876879495 ,"On hoovers for JUNE DUNS we found company name "" Tkg Iowa Storage, LLC "" and name matches partially and address matches completely and for MAY DUNS we found company name "" Tkg-Storagemart Partners, L.P. "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Headquarters,"Tkg Iowa Storage, LLC","215 N Stadium Blvd Columbia, MO 65203-1140, United States",573-449-0091 ,079340268 / 876879495 ,876879495
,790720341,183806707,SPEC ENTERTAINMENT,SPEC ENTERTAINMENT,-,560 BROADWAY,-,NEW YORK,NY,A,Accepted original DUNS based on input data given,790720341,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Single Location,Spec Entertainment LLC,"560 Broadway Rm 500 New York, NY 10012-3946, United States",212-863-9442 ,-,-
,26609306,12236319,CLIENT1STSTLMNTFNDNG,CLIENT1STSTLMNTFNDNG,-,301 YAMATO DR 3200,-,BOCA RATON,-,D,After research on the web found possible DUNS,026609306 / 012236319,"On hoovers for JUNE DUNS we found company name "" Client First Settlement Funding LLC "" and name matches partially and address matches completely and for MAY DUNS we found company name "" Client First Settlement Funding Assignment Compa "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,Client First Settlement Funding LLC,"301 Ne 51st St Ste 3200 Boca Raton, FL 33431-4934, United States",561-912-9660 ,026609306 / 012236319,-
,942001934,942002304,COASTAL EYE ASSOC.,COASTAL EYE ASSOC,-,555 E MEDICAL CENTER BLVD,-,WEBSTER,TX,D,After research on the web found possible DUNS,942001934 / 942002304,"On hoovers for JUNE DUNS we found company name "" Coastal Eye Associates Pllc "" and name matches partially and address matches completely and for MAY DUNS we found company name "" Coastal Eye Associates Pllc "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Branch / Branch,Coastal Eye Associates Pllc,"555 E Medical Center Blvd #101 Webster, TX 77598-4367, United States",1-281-488-4477 ,942001934 / 942002304,-
,785926093,150924439,NFI INDUSTRIES INC,NFI IND INC,-,1515 BURNT MILL RD,-,CHERRY HILL,NJ,D,After research on the web found possible DUNS,785926093 / 150924439,"On hoovers for JUNE DUNS we found company name "" National Freight Inc "" and name matches partially and address matches completely and for MAY DUNS we found company name "" Nfi Industries, Inc. "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Branch / Headquarters,National Freight Inc,"1515 Burnt Mill Rd Cherry Hill, NJ 08003-3637, United States",856-429-0507 ,785926093 / 150924439,150924439
,135438047,75219360,BIZBASH MEDIA,BIZBASH MEDIA,-,8 W 38TH ST FL 2,-,NEW YORK,NY,A,Accepted original DUNS based on input data given,135438047,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Headquarters,"Bizbash Media, Inc.","8 W 38th St Rm 200 New York, NY 10018-6370, United States",646-638-3600 ,-,135438047
,99161762,188654073,INLAND EYE LASIK,INLAND EYE LASIK,-,1900 E WASHINGTON ST,-,COLTON,CA,A,Accepted original DUNS based on input data given,99161762,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Headquarters,"Inland Eye Institute Medical Group, Inc.","1900 E Washington St Colton, CA 92324-4698, United States",909-825-3425,-,99161762
,34375181,78881230,ALLIANCE AUTO AUCTIO,ALLIANCE AUTO AUCTIO,-,905 FRANCAIS DR,-,SHREVEPORT,LA,B,After research on the web accept original DUNS,78881230,We could find different company name with JUNE DUNS where address is different. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,"Alliance Auto Auction, L.L.C.","905 Francais Dr Shreveport, LA 71118-4000, United States",318-317-1201 ,-,78881230
,849181706,57616615,HYGEN PHARMA INC,HYGEN PHARMA INC,-,8635 154TH AVE NE,-,REDMOND,WA,A,Accepted original DUNS based on input data given,849181706,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Single Location,"Hygen Pharmaceuticals, Inc.","8635 154th Ave Ne Redmond, WA 98052-3564, United States",425-451-9178 ,-,-
,64942723,57639957,WESTERN FEED PET,WESTERN FEED PET,-,4401 HAZEL AVE STE 212,-,FAIR OAKS,CA,A,Accepted original DUNS based on input data given,64942723,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Single Location,Western Feed & Pet Supply,"4401 Hazel Ave Fair Oaks, CA 95628-6668, United States",916-536-1032 ,-,-
,29179841,615726460,HALL ENTERPRISES,HALL ENTERPRISES,-,1200 W GOLF RD,-,HOFFMAN ESTATES,IL,A,Accepted original DUNS based on input data given,29179841,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Single Location,Hall Enterprises Inc,"1200 W Golf Rd Hoffman Estates, IL 60169-1341, United States",888-548-6440 ,-,-
,43774490,5357713,CHILDS ADVSRY PRTNRS,CHILDS ADVSRY PRTNRS,-,3438 PEACHTREE RD NE,-,ATLANTA,GA,A,Accepted original DUNS based on input data given,43774490,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Headquarters,Child's Advisory Partners LLC,"3438 Peachtree Rd Ne Atlanta, GA 30326-1554, United States",1-678-735-3191 ,-,43774490
,798688636,43463157,SHELTERING ARMS,SHELTERING ARMS,-,8254 ATLEE RD,-,MECHANICSVILLE,VA,D,After research on the web found possible DUNS,798688636 / 043463157,"On hoovers for JUNE DUNS we found company name "" The Sheltering Arms Corporation "" and name matches partially and address matches completely and for MAY DUNS we found company name "" THE SHELTERING ARMS HOSPITAL "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,The Sheltering Arms Corporation,"8254 Atlee Rd Mechanicsville, VA 23116-1844, United States",804-342-4100 ,798688636 / 043463157,798688636
,50554631,109216903,MAGNECOMP CORP,MAGNECOMP CORP,-,38975 SKY CANYON DR,-,MURRIETA,CA,D,After research on the web found possible DUNS,050554631 / 109216903,"On hoovers for JUNE DUNS we found company name  ""Magnecomp Corporation""  and name matches partially and address matches completely and for MAY DUNS we found company name "" Magnecomp Corporation  "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,Magnecomp Corporation,"38975 Sky Canyon Dr #111 Murrieta, CA 92563-2676, United States",951-836-8545 ,050554631 / 109216903,-
,54468748,168031255,ARLANS MARKETS INC,ARLANS MARKETS INC,-,909 HALL AVE,-,SEABROOK,TX,C,After research on the web found better DUNS,80086229,"On hoovers for JUNE DUNS we found company name "" Arlan's Market Street, Inc. "" and address is different and for MAY DUNS we found company name  "" Arlands Market Corporate Ofc "" and address is different. After research on web found better DUNS with company name "" Arlan's Markets, Inc. "" and address matches completely. ",,-,Headquarters,"Arlan's Markets, Inc.","909 Hall Ave
Seabrook, TX",281-942-9539,80086229,80086229
,78408129,809644537,AMERICAN RIVER LOGIS,AMERICAN RIVER LOGIS,-,1229 WALT WHITMAN RD,-,MELVILLE,NY,A,Accepted original DUNS based on input data given,78408129,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Single Location,"American River International, Ltd","1229 Walt Whitman Rd Melville, NY 11747-3010, United States",631-396-6800 ,-,-
,78539360,786381025,COMFORT CARE HOSPICE,COMFORT CARE HOSPICE,-,245 CAHABA VALLEY PKWY,-,PELHAM,AL,D,After research on the web found possible DUNS,078539360 / 786381025,"On hoovers for JUNE DUNS we found company name  ""Comfort Care Hospice, L.L.C.""  and name matches partially and address matches completely and for MAY DUNS we found company name "" Comfort Care Hospice, L.L.C.  "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Branch,"Comfort Care Hospice, L.L.C.","245 Cahaba Valley Pkwy #200 Pelham, AL 35124-2217, United States",205-444-1710 ,078539360 / 786381025,78539360
,97633700,118683309,OMAHA TRIBE OF NEB,OMAHA TRIBE OF NEB,-,PO BOX 400,-,MACY,NE,D,After research on the web found possible DUNS,097633700 / 118683309,"On hoovers for JUNE DUNS we found company name  ""OMAHA TRIBE OF NEBRASKA, INC.""  and name matches partially and address matches completely and for MAY DUNS we found company name "" Omaha Tribe of Nebraska, Inc  "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Branch / Headquarters,"OMAHA TRIBE OF NEBRASKA, INC","305 Main St Walthill, NE 68067-9800, United States",402-846-5028 ,097633700 / 118683309,118683309
,42940989,791485605,MUNGENAST HYUNDAI,MUNGENAST HYUNDAI,-,649 DUNN RD,-,HAZELWOOD,MO,A,Accepted original DUNS based on input data given,42940989,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Single Location,Mungenast Hyundai,"649 Dunn Rd Hazelwood, MO 63042-1725, United States",314-731-4986 ,-,-
,47098096,189627763,ABC COMPUTERS INC,ABC COMPUTERS INC,-,1062 OAK FOREST DR,-,ONALASKA,WI,D,After research on the web found possible DUNS,47098096 / 189627763,"On hoovers for JUNE DUNS we found company name ""ABC Computers, Inc."" and name matches partially and address matches completely and for MAY DUNS we found company name ""ABC Computers, Inc."" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Branch / Headquarters,"ABC Computers, Inc.","1052 Oak Forest Dr #310
Onalaska, WI",715-258-6000,47098096 / 189627763,189627763
,884720962,801422122,BFLO CARDIO PULMONAR,BFLO CARDIO PULMONAR,-,6460 MAIN ST,-,WILLIAMSVILLE,NY,D,After research on the web found possible DUNS,884720962 / 801422122,"On hoovers for JUNE DUNS we found company name  ""Bufflo Cardiology and Pulmonary Associates Inc""  and name matches partially and address matches completely and for MAY DUNS we found company name "" Buffalo Cardiology and Pulmonary Associates, P.C. "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,Bufflo Cardiology and Pulmonary Associates Inc,"6460 Main St Williamsville, NY 14221-5838, United States",716-634-5100 ,884720962 / 801422122,-
,783054422,59803543,CENTENNIAL CNTRT ENT,CENTENNIAL CNTRT ENT,-,11111SUNST HLS RD350,-,RESTON,-,D,After research on the web found possible DUNS,783054422 / 059803543,"On hoovers for JUNE DUNS we found company name  ""Centennial Contractors Enterprises, Inc.""  and name matches partially and address matches completely and for MAY DUNS we found company name "" Centennial Contracting Enterprises Inc  "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,"Centennial Contractors Enterprises, Inc.","11111 Sunset Hills Rd #350 Reston, VA 20190-5327, United States",703-885-4600 ,783054422 / 059803543,783054422
,79638942,27670351,PALA INTERACTIVE LLC,PALA INTERACTIVE LLC,-,11154 HIGHWAY 76,-,PALA,CA,B,After research on the web accept original DUNS,27670351,We could find different company name with JUNE DUNS where address is different. For MAY DUNS we could find input company name and address matches.,,May,Single Location,Pala Casino Equip,"11154 Highway 76 Pala, CA 92059-2904, United States",877-946-7252 ,-,-
,25503819,618416507,SPROUSESHRADERSMITH,SPROUSESHRADERSMITH,-,701 S TAYLOR ST,-,AMARILLO,TX,D,After research on the web found possible DUNS,025503819 / 618416507,"On hoovers for JUNE DUNS we found company name  ""Sprousc Shrader Smith PC""  and name matches partially and address matches completely and for MAY DUNS we found company name "" Sprouse, Shrader, Smith Pllc "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Headquarters,Sprousc Shrader Smith PC,"701 S Taylor St Ste 500 Amarillo, TX 79101-2424, United States",806-468-3323,025503819 / 618416507,618416507
,143842255,968059860,TECHNOLOGY CROPS LLC,TECHNOLOGY CROPS LLC,-,7996NORTH N POINT BLVD,-,WINSTON SALEM,NC,D,After research on the web found possible DUNS,143842255 / 968059860,"On hoovers for JUNE DUNS we found company name  ""TCI Holding Company""  and name matches partially and address matches completely and for MAY DUNS we found company name "" Technology Crops, LLC  "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,TCI Holding Company,"7996 N Point Blvd Ste 10 Winston Salem, NC 27106-3265, United States",336-893-7595 ,143842255 / 968059860,143842255
,60330942,30264217,PRFRRD MEDICAL CLM SLTNS,PRFRRD MEDICAL CLM SLTNS,-,9060 E VIA LINDA,-,SCOTTSDALE,AZ,B,After research on the web accept original DUNS,30264217,We could find different company name with JUNE DUNS where address is different. For MAY DUNS we could find input company name and address matches.,,May,Single Location,"PREFERRED MEDICAL CLAIM SOLUTIONS, L.L.C.","9060 E Via Linda Ste 250 Scottsdale, AZ 85258-5425, United States",480-905-8987 ,-,-
,38084051,79740130,CHICAGO BEAR FTBL CL,CHICAGO BEAR FTBL CL,-,1920 FOOTBALL DR,-,LAKE FOREST,IL,D,After research on the web found possible DUNS,038084051 / 079740130,"On hoovers for JUNE DUNS we found company name  ""Chicago Bears Football Club, Inc.""  and name matches partially and address matches completely and for MAY DUNS we found company name "" CHICAGO BEARS FOOTBALL CLUB, INC. "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Branch / Headquarters,"Chicago Bears Football Club, Inc.","1920 Football Dr Lake Forest, IL 60045-4829, United States",312-235-7088 ,038084051 / 079740130,79740130
,828539853,15252575,TRAFELET & CO LLC,TRAFELET CO LLC,-,410 PARK AVE FL 17,-,NEW YORK,NY,D,After research on the web found possible DUNS,828539853 / 015252575,"On hoovers for JUNE DUNS we found company name  ""Trafelet Brokaw Capital Management, L.P.""  and name matches partially and address matches completely and for MAY DUNS we found company name "" TRAFELET & COMPANY, LLC "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,"Trafelet Brokaw Capital Management, L.P.","410 Park Ave Fl 17 New York, NY 10022-9434, United States",212-201-7800 ,828539853 / 015252575,-
,79262152,65183886,LSC FUNDING CORP,LSC FUNDING CORP,-,8015 PARAMOUNT BLVD,-,PICO RIVERA,CA,D,After research on the web found possible DUNS,079262152 065183886,"On hoovers for JUNE DUNS we found company name  ""Lsc Funding Corp.""  and name matches partially and address matches completely and for MAY DUNS we found company name "" Lsc Holdings Inc "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,Lsc Funding Corp.,"8015 Paramount Blvd Pico Rivera, CA 90660-4811, United States",562-776-4020 ,079262152 065183886,-
,931091169,830678111,J  SUMMITT INC,J SUMMITT INC,-,13834 BETTENCOURT ST,-,CERRITOS,CA,D,After research on the web found possible DUNS,931091169 / 830678111,"On hoovers for JUNE DUNS we found company name  ""J. Summitt, Inc.""  and name matches partially and address matches completely and for MAY DUNS we found company name "" J. Summitt, Inc.  "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Branch,"J. Summitt, Inc.","13834 Bettencourt St Cerritos, CA 90703-1010, United States",562-236-5744,931091169 / 830678111,931091169
,78701396,188023857,STANDARD PROCESS NW,STANDARD PROCESS NW,-,22908 NE ALDER CREST DR # D,-,REDMOND,WA,A,Accepted original DUNS based on input data given,78701396,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Single Location,Standard Process NW,"22908 Ne Alder Crest Dr #900 Redmond, WA 98053-5894, United States",425-882-0700 ,-,-
,54364943,20627027,SONIA RYKIEL INC,SONIA RYKIEL INC,-,5 E 57TH ST FL 14,-,NEW YORK,NY,D,After research on the web found possible DUNS,054364943 / 020627027,"On hoovers for JUNE DUNS we found company name  ""Sonia Rykiel, Inc.""  and name matches partially and address matches completely and for MAY DUNS we found company name "" Sonia Rykiel, Inc. "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,"Sonia Rykiel, Inc.","5 E 57th St Fl 14 New York, NY 10022-2543, United States",212-223-2701 ,054364943 / 020627027,-
,8849983,31586016,THE WOODS COFFEE INC,THE WOODS COFFEE INC,-,191 18TH ST,-,LYNDEN,WA,B,After research on the web accept original DUNS,31586016,We could find different company name with JUNE DUNS where address is different. For MAY DUNS we could find input company name and address matches.,,May,Single Location,Woods Coffee Corporate Office,"191 18th St Lynden, WA 98264-1213, United States",360-933-1855 ,-,-
,72676869,1005383,BLUEFIELD COLLEGE,BLUEFIELD COLLEGE,-,3000 COLLEGE DR,-,BLUEFIELD,VA,D,After research on the web found possible DUNS,072676869 / 001005383,"On hoovers for JUNE DUNS we found company name  ""Bluefield College""  and name matches partially and address matches completely and for MAY DUNS we found company name "" BLUEFIELD COLLEGE "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Branch,Bluefield College,"3000 College Dr Fl 3 Bluefield, VA 24605-1799, United States",276-326-3682 ,072676869 / 001005383,72676869
,83729335,968662184,THE BASEBALL CLUB OF,THE BASEBALL CLUB OF,-,2502 S TYLER ST,-,TACOMA,WA,B,After research on the web accept original DUNS,968662184,We could find different company name with JUNE DUNS where address is different. For MAY DUNS we could find input company name and address matches.,,May,Single Location,Tacoma Rainiers Professional Baseball Club,"2502 S Tyler St Tacoma, WA 98405-1051, United States",253-752-7700 ,-,-
,837375976,796517456,NORTHVIEW VILLAGE,NORTHVIEW VILLAGE,-,1401 S BRENTWOOD BLVD,-,BRENTWOOD,MO,A,Accepted original DUNS based on input data given,837375976,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Single Location,Northview Village Center P,"1401 S Brentwood Blvd
Saint Louis, MO",-,-,-
,78577642,78899940,HEALTHMEDX,HEALTHMEDX,-,5100 N TOWNE CENTRE DR,-,OZARK,MO,A,Accepted original DUNS based on input data given,78899940,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Single Location,"Healthmedx, LLC","5100 N Towne Centre Dr
Ozark, MO",417-582-1816 ,-,-
,830675570,623383536,APEM COMPONENTS INC,APEM INC,-,63 NECK RD,-,HAVERHILL,MA,D,After research on the web found possible DUNS,830675570 / 623383536,"On hoovers for JUNE DUNS we found company name ""Apem, Inc"" and name matches partially and address matches completely and for MAY DUNS we found company name ""Apem Components LLC"" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,"Apem, Inc","63 Neck Rd
Haverhill, MA",978-372-1602,830675570 / 623383536,830675570
,801995783,618545388,ARAB BANKNG CORP BSC,ARAB BANKNG CORP BSC,-,600 3RD AVE FL 27,-,NEW YORK,NY,A,Accepted original DUNS based on input data given,801995783,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Single Location,Arab Banking Corporation (b.s.c.).,"600 3rd Ave Fl 27
New York, NY",212-583-4720 ,-,-
,143679244,73125465,NEW STONEHENGE PART,NEW STONEHENGE PART,-,191 W NATIONWIDE BLVD,-,COLUMBUS,OH,D,After research on the web found possible DUNS,143679244 / 073125465,"On hoovers for JUNE DUNS we found company name "" New Stonehenge Partners Inc "" and name matches partially and address matches completely and for MAY DUNS we found company name ""Stonehenge Financial Holdings, Inc. "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Headquarters,New Stonehenge Partners Inc,"191 W Nationwide Blvd #200
Columbus, OH",614-246-2433,143679244 / 073125465,73125465
,78533604,8070500,ASPEN MANUFACTURING,ASPEN MANUFACTURING,-,373 ATASCOCITA RD,-,HUMBLE,TX,D,After research on the web found possible DUNS,78533604 / 008070500,"On hoovers for JUNE DUNS we found company name ""Aspen Manufacturing, LLC "" and name matches partially and address matches completely and for MAY DUNS we found company name ""Aspen Manufacturing Holdings, Inc. "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,"Aspen Manufacturing, LLC","373 Atascocita Rd
Humble, TX",281-441-6500,78533604/008070500,-
,36338906,834983830,EARL INDUSTRIES LLC,EARL IND LLC,-,PO BOX 1860,-,NORFOLK,VA,E,After research on the web found Business but no DUNS,-,"We could find existing DUNS on hoovers where company name as "" Earl Nassco Industries "" and address doesn't match. After research we could find company business on web, but there is no DUNS available for the obligor.",http://www.nassconorfolk.com/,-,,Earl NASSCO-Norfolk,"Norfolk , P. O. Box 1860 , Norfolk, Virginia 23501",757-543-6801,-,-
,139427744,10222001,TOMTAR INC,TOMTAR INC,-,401 E 124TH AVE,-,THORNTON,CO,A,Accepted original DUNS based on input data given,139427744,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Headquarters,Tomtar Inc,"401 E 124th Ave
Thornton, CO",303-329-0300,-,139427744
,29662145,861138899,NUGGET MARKET INC,NUGGET MARKET INC,-,168 COURT ST,-,WOODLAND,CA,A,Accepted original DUNS based on input data given,29662145,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Headquarters,Nugget Market Inc.,"168 Court St
Woodland, CA",530-669-3300,-,29662145
,838488351,94928462,SANDLER&TRAVIS TRADE,SANDLERTRAVIS TRADE,-,1000 NW 57TH CT,-,MIAMI,FL,D,After research on the web found possible DUNS,838488351 / 094928000,"On hoovers for JUNE DUNS we found company name ""Sandler & Travis Trade Advisory Services, Inc. "" and name matches partially and address matches completely and for MAY DUNS we found company name ""No Company Name Found "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Headquarters,"Sandler & Travis Trade Advisory Services, Inc.","1000 Nw 57th Ct Ste 600
Miami, FL",305-267-9200,838488351/094928000,838488351/094928000
,4059614,6849488,THE ST. JOE COMPANY,THE ST JOE CO,-,133 S WATERSOUND PKWY,-,WATERSOUND,FL,D,After research on the web found possible DUNS,4059614 / 6849488,"On hoovers for JUNE DUNS we found company name ""The St Joe Company "" and name matches partially and address matches completely and for MAY DUNS we found company name ""EC Partners, L.P. "" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Headquarters,The St Joe Company,"133 S Watersound Pkwy Unit A
Watersound, FL",850-231-6400 ,4059614/6849488,4059614/6849488
,8913373,58448360,HANDYSOFT CORP,BIZFLOW CORP,-,3141 FAIRVIEW PARK DR,-,FALLS CHURCH,VA,A,Accepted original DUNS based on input data given,8913373,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Single Location,Bizflow Corp.,"3141 Fairview Park Dr Ste 850
Falls Church, VA ",703-641-2813,-,-
,79750151,941572240,BIG STRIKE INC,BIG STRIKE INC,-,151 W ROSECRANS AVE,-,GARDENA,CA,C,After research on the web found better DUNS,968595897,"On hoovers for JUNE DUNS we found company name ""Company name not found "" and address is different and for MAY DUNS we found company name "" TLMF, INC."" and address is different. After research on web found better dUNS with company name "" Big Strike, LLC "" and address matches completely.",,-,Single Location,"Big Strike, LLC","151 W Rosecrans Ave
Gardena, CA",310-851-4772,968595897,-
,19280372,107188026,LITTLE ROCK ADVRTSNG,LITTLE ROCK ADVRTSNG,-,426 W MARKHAM ST,-,LITTLE ROCK,AR,D,After research on the web found possible DUNS,19280372 / 107188026,"On hoovers for JUNE DUNS we found company name ""Little Rock "" and name matches partially and address matches completely and for MAY DUNS we found company name ""City of Little Rock"" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",http://www.littlerock.com/about/apcommission.aspx,June/May,Single Location / Branch,Little Rock,"101 S Spring St Ste 400
Little Rock, AR ",501-376-4781 ,19280372 / 107188026,-
,8975369,18070321,LILLBACKA POWERCO US,LILLBACKA POWERCO US,-,1629 PRIME CT STE 400,-,ORLANDO,FL,A,Accepted original DUNS based on input data given,8975369,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name whereAddress is different matches.,,June,Headquarters,"LILLBACKA POWERCO USA, INC.","1629 Prime Ct Ste 400
Orlando, FL",847-301-1300,-,8975369
,842010469,7512825,CHRISTIAN FOUNDATION,UNBOUND,-,1 ELMWOOD AVE,-,KANSAS CITY,KS,B,After research on the web accept original DUNS,7512825,We could find different company name with JUNE DUNS where address is different. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,Unbound,"1 Elmwood Ave
Kansas City, KS",913-384-6500,7512825,-
,53601733,166402169,REGIONAL PRFRMARTCTR,KIMMEL CENTER INC,-,1500 WALNUT ST # 27TH,-,PHILADELPHIA,PA,D,After research on the web found possible DUNS,53601733 / 166402169,"On hoovers for JUNE DUNS we found company name ""KIMMEL CENTER, INC. "" and name matches partially and address matches completely and for MAY DUNS we found company name ""Regional Performing Arts Center, Inc."" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,"KIMMEL CENTER, INC.","500 Walnut St Ste 1700
Philadelphia, PA",215-670-2300,53601733 / 166402169,-
,69686478,83262360,CONTINENTAL CONST CO,CONTINENTAL CONST CO,-,5646 SHELBY OAKS DR,-,MEMPHIS,TN,B,After research on the web accept original DUNS,83262360,We could find different company name with JUNE DUNS where address is different. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,"Continental Construction Company, Inc.","5646 Shelby Oaks Dr
Memphis, TN ",901-382-4070,-,83262360
,74526617,834389913,ALLEN TATE CO INC,ALLEN TATE CO INC,-,6700 FAIRVIEW RD,-,CHARLOTTE,NC,D,After research on the web found possible DUNS,74526617 / 834389913,"On hoovers for JUNE DUNS we found company name ""Allen Tate Co., Inc. "" and name matches partially and address matches completely and for MAY DUNS we found company name ""ALLEN TATE CO., INC."" where name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,"Allen Tate Co., Inc.","6700 Fairview Rd
Charlotte, NC",704-365-6910,74526617 / 834389913,74526617
