Sr. No.,Jun DUNs,May DUNs,legal_nm,dba_nm,alt_bus_nm,bus1_address1,bus1_address2,bus1_city,bus1_state_cd,Action Code,Action Code Details,Final DUNS,Comments,Weblinks,June/May,Location,Company Name on D&B,Address on D&B,Contact Number,DUNS As Per CP,Headquarter DUNS
,931105811,193098378,PORT CITY CASTINGS,PORT CITY CASTINGS,,1985 E LAKETON AVE,,MUSKEGON,MI,B,After research on the web accept original DUNS,193098378,"We could find different company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name and address matches.
",,May,Single Location,PORT CITY CASTINGS CORPORATION," 1985 E Laketon Ave
Muskegon, MI 49442-6127,
United States ",231-777-3941 ,,
,84289086,622825412,STREAMLINE HEALTH,STREAMLINE HEALTH,,1230 PEACHTREE ST NE,,ATLANTA,GA,D,After research on the web found possible DUNS,84289086/622825412,"On hoovers for JUNE DUNS we found company name ""STREAMLINE HEALTH, INC. "" and address matches completely and 
for MAY DUNS we found company name ""Streamline Health Solutions, Inc. "" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Headquarters,"STREAMLINE HEALTH, INC."," 1230 Peachtree St Ne Ste 600
Atlanta, GA 30309-3574,
United States ",513-794-7100 ,84289086/622825412,
,3597876,34325436,RFP DEPOT LLC,RFP DEPOT LLC,,629 QUALITY DR STE 101,,AMERICAN FORK,UT,B,After research on the web accept original DUNS,34325436,"we could find different company name with JUNE DUNS where address matches partially.
                                                                                                                                                                                                                                                                For MAY DUNS we could find input company name and address matches.",,May,Single Location,"RFP DEPOT, LLC"," 629 Quality Dr Ste 101
American Fork, UT 84003-3301,
United States ",801-765-9245 ,,
,78759454,40177912,PATTON HOSPITALITY M,PATTON HOSPITALITY M,,1 VANCE GAP RD,,ASHEVILLE,NC,A,Accepted original DUNS based on input data given,78759454,"we could find JUNE DUNS on hoovers with input company name and address.
                                                                                                                                                                                                                                                                For MAY DUNS we could find different company name where partially/ccomplete address matches.",,June,Single Location,Hospitality Patton Management LLC," 1 Vance Gap Rd
Asheville, NC 28805-1227,
United States ",855-572-8866 ,,
,74496193,878058486,CPS COLOR EQUIP. INC,CPS COLOR EQUIP INC,,1125 SCHILLING BLVD E,,COLLIERVILLE,TN,A,Accepted original DUNS based on input data given,74496193,"we could find JUNE DUNS on hoovers with input company name and address.
                                                                                                                                                                                                                                                                For MAY DUNS we could find different company name where partially/ccomplete address matches.",,June,Single Location,CPS Color Equipment Inc," 1125 Schilling Blvd E #107
Collierville, TN 38017-7078,
United States ",704-588-8408 ,,
,964765148,12085303,HEARTH PATIO BBQ ASN,HEARTH PATIO BBQ ASN,,1901 N MOORE ST,,ARLINGTON,VA,D,After research on the web found possible DUNS,964765148/012085303,"On hoovers for JUNE DUNS we found company name ""Hearth Patio and Barbecue Education Foundation "" and address matches completely and 
for MAY DUNS we found company name "" Hearth Patio Barbecue Association"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Headquarters,Hearth Patio and Barbecue Education Foundation," 1901 N Moore St Ste 600
Arlington, VA 22209-1708,
United States ",703-524-8030 ,964765148/012085303,
,61836904,833567725,EWING SPORTS CENTER,EWING SPORTS CENTER,,1445 LOWER FERRY RD,,EWING,NJ,A,Accepted original DUNS based on input data given,61836904,"we could find JUNE DUNS on hoovers with input company name and address.
                                                                                                                                                                                                                                                                For MAY DUNS we could find different company name where partially/ccomplete address matches.",,June,Single Location,Ewing Sports Center L.L.C.,"1445 Lower Ferry Rd Ste 1
Ewing, NJ 08618-1424, 
United States",609-882-8020 ,,
,957113152,7724862,JAPAN TELECOM AMER,SOFTBANK TELECOM AME,,10960WILSHIR BL.1960,,LOS ANGELES,,B,After research on the web accept original DUNS,7724862,"We could find different company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name and address matches.
",,May,Branch,Softbank Telecom America Corp.,"10960 Wilshire Blvd #1960
Los Angeles, CA 90024-3805, 
United States",213-622-8150,,957113152
,799435862,792912016,PALLET SERVICES INC,PALLET SERVICE INC,,201 E FAIRHAVEN AVE,,BURLINGTON,WA,A,Accepted original DUNS based on input data given,799435862,"we could find JUNE DUNS on hoovers with input company name and address.
                                                                                                                                                                                                                                                                For MAY DUNS we could find different company name where partially/ccomplete address matches.",,June,Headquarters,Pallet Services Inc,"201 E Fairhaven Ave
Burlington, WA 98233-1702, 
United States",360-424-8171 ,,
,79290695,143636947,KONIAG TECHNOLOGY,KONIAG TECHNOLOGY,,4100 LAFAYETTE CENTER DR,,CHANTILLY,VA,A,Accepted original DUNS based on input data given,79290695,"we could find JUNE DUNS on hoovers with input company name and address.
                                                                                                                                                                                                                                                                For MAY DUNS we could find different company name where partially/ccomplete address matches.",,June,Branch,Koniag Information Security Services LLC,"4100 Lafaye Ctr Dr Ste 30
Chantilly, VA 20151, 
United States",703-488-9371 ,,78305597
,930367870,182942230,HAWKINS & LAFFERTY,HAWKINS LAFFERTY,,1778 B WLMA RDLPH BV,,CLARKSVILLE,,B,After research on the web accept original DUNS,182942230,"We could find different company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name and address matches.
",,May,Single Location,"Hawkins & Lafferty Homebuilders, LLC","1778 Wilma Rudolph Blvd Ste B
Clarksville, TN 37040-6875, 
United States",931-647-3942 ,,
,32694753,157867040,SEA SIDE PALM BEACH,SEA SIDE PALM BEACH,,631 US HIGHWAY 1 STE 304,,NORTH PALM BEACH,FL,D,After research on the web found possible DUNS,32694753/157867040,"On hoovers for JUNE DUNS we found company name "" C Sea Side Palm Beach LLC"" and address matches completely and 
for MAY DUNS we found company name "" Behavioral Health of The Palm Beaches, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Single Location,C Sea Side Palm Beach LLC,"631 Us Highway 1 Ste 304
North Palm Beach, FL 33408-4620, 
United States",561-615-6664 ,32694753/157867040,
,85989440,809295749,FINGER LAKES ADDICT,FINGER LAKES ADDICT,,28 E MAIN ST,,CLIFTON SPRINGS,NY,D,After research on the web found possible DUNS,85989440/809295749,"On hoovers for JUNE DUNS we found company name ""Finger Lakes Addiction Counseling and Referral Agency Inc "" and address matches completely and 
for MAY DUNS we found company name "" Flacra Co"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Single Location,Finger Lakes Addiction Counseling and Referral Agency Inc,"28 E Main St
Clifton Springs, NY 14432-1231, 
United States",315-462-9466 ,85989440/809295749,
,964880764,73249872,UNITED CHURCH INSURA,UNITED CHURCH INSURA,,700 PROSPECT AVE E,,CLEVELAND,OH,D,After research on the web found possible DUNS,964880764/073249872,"On hoovers for JUNE DUNS we found company name ""United Church Insurance Company Inc "" and address matches completely and 
for MAY DUNS we found company name ""THE UNITED CHURCH OF CHRIST "" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Headquarters,United Church Insurance Company Inc,"700 Prospect Ave E
Cleveland, OH 44115-1110, 
United States",800-437-8830 ,964880764/073249872,
,28721137,96366455,SOCIETY OF AMERICAN,THE SOCIETY OF AMERI,,607 PRINCE ST,,ALEXANDRIA,VA,D,After research on the web found possible DUNS,28721137/096366455,"On hoovers for JUNE DUNS we found company name ""Society of American Milit "" and address matches completely and 
for MAY DUNS we found company name "" The Society of American Military Engineers"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Headquarters,Society of American Milit,"607 Prince St
Alexandria, VA 22314-3117, 
United States",703-549-3800 ,28721137/096366455,
,94673071,963541151,FRIPP ISLAND RESORT,FRIPP ISLAND RESORT,,2119 SEA ISLAND PKWY,,SAINT HELENA ISLAND,SC,D,After research on the web found possible DUNS,94673071/963541151,"On hoovers for JUNE DUNS we found company name ""FRIPP ISLAND RESORT, INC. "" and address matches completely and 
for MAY DUNS we found company name "" The Marina Village of Fripp Inc"" and address matches completely. Tradestylename is match.So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Single Location,"FRIPP ISLAND RESORT, INC.","2119 Sea Island Pkwy
Saint Helena Island, SC 29920-5001, 
United States",843-838-2131 ,94673071/963541151,
,10893568,21119905,MSPC,MSPC,,340 NORTH AVE E,,CRANFORD,NJ,A,Accepted original DUNS based on input data given,10893568,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could not find anything.
",,June,Headquarters,"Mspc Certified Public Accountants and Advisors, P.C.","340 North Ave E Ste 3
Cranford, NJ 07016-2461, 
United States",908-272-7000 ,,
,26500218,45212586,KUSTOM US INC,KUSTOM US INC,,265 HUNT PARK CV,,LONGWOOD,FL,D,After research on the web found possible DUNS,26500218/045212586,"On hoovers for JUNE DUNS we found company name "" Kustom US Inc."" and address matches completely and 
for MAY DUNS we found company name "" Kustom Us, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Single Location,Kustom US Inc.,"265 Hunt Park Cv
Longwood, FL 32750-7567, 
United States",330-630-5905 ,26500218/045212586,
,784178639,92222447,CMC KUHNKE INC,CMCKUHNKE INC,,1060 BROADWAY,,MENANDS,NY,A,Accepted original DUNS based on input data given,784178639,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find same company name where address is different.
",,June,Single Location,"Cmc-Kuhnke, Inc","1060 Brdwy
Albany, NY 12204, 
United States",518-694-3310 ,,
,79381652,627269574,CRESA PARTNERS,CRESA PARTNERS OF FL,,601BRCKLL KEYDR#1000,,MIAMI,,D,After research on the web found possible DUNS,79381652/627269574,"On hoovers for JUNE DUNS we found company name "" CRESA PARTNERS OF FLORIDA, LLC"" and address matches completely and 
for MAY DUNS we found company name ""Cresa Partners
 "" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Single Location,"CRESA PARTNERS OF FLORIDA, LLC","601 Brickell Key Dr Ste 1000
Miami, FL 33131-2662, 
United States",305-960-8430 ,79381652/627269574,
,795517143,963033969,THE EMERIL LAGASSE,THE EMERIL LAGASSE,,829 SAINT CHARLES AVE,,NEW ORLEANS,LA,D,After research on the web found possible DUNS,795517143/963033969,"On hoovers for JUNE DUNS we found company name ""Emeril's Homebase, L.L.C. "" and address matches completely and 
for MAY DUNS we found company name "" Emeril Lagasse Foundation"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Single Location,"Emeril's Homebase, L.L.C.","829 Saint Charles Ave
New Orleans, LA 70130-3715, 
United States",504-524-4241 ,795517143/963033969,
,91763417,930890830,WINTER CONST CO,WINTER CONST CO,,191 PEACHTREE ST,,ATLANTA,GA,D,After research on the web found possible DUNS,91763417/930890830,"On hoovers for JUNE DUNS we found company name "" The Winter Construction Company"" and address matches completely and 
for MAY DUNS we found company name "" Winter Construction"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Single Location,The Winter Construction Company,"191 Peachtree St Ne #2100
Atlanta, GA 30303-1740, 
United States",404-588-3300 ,91763417/930890830,
,47867693,969896203,IGAF,PRIMEGLOBAL INC NA,,3235 SATELLITE BLVD,,DULUTH,GA,D,After research on the web found possible DUNS,47867693/969896203,"On hoovers for JUNE DUNS we found company name "" Primeglobal, Inc. - North America"" and address matches completely and 
for MAY DUNS we found company name "" International Group of Accounting Firms Ltd DBA Igaf Worldwide"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Single Location,"Primeglobal, Inc. - North America","3235 Satellite Blvd #400
Duluth, GA 30096-8688, 
United States",678-417-7730 ,47867693/969896203,
,136954885,122740574,GROUP ONE,GROUP ONE,,500 E SHORE DR,,EAGLE,ID,A,Accepted original DUNS based on input data given,136954885,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find same company name where address is different.
",,June,Branch,"Group One, Inc.","500 E Shore Dr Ste 200
Eagle, ID 83616-6960, 
United States",208-939-8000 ,,122740574
,78606466,160893129,GREENWOOD ATHLETIC,GREENWOOD ATHLETIC,,5801 S QUEBEC ST,,GREENWOOD VILLAGE,CO,D,After research on the web found possible DUNS,78606466/160893129,"On hoovers for JUNE DUNS we found company name "" Greenwood Athletic and Tennis Club"" and address matches completely and 
for MAY DUNS we found company name "" Greenwood Athletic Club, Ltd."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Single Location,Greenwood Athletic and Tennis Club,"5801 S Quebec St Ste 2
Greenwood Village, CO 80111-2003, 
United States",303-770-2582 ,78606466/160893129,
,60318951,957467504,HAGGERTY CONSTRUCTIO,HAGGERTY CONSTRUCTIO,,2474 WIGWAM DR,,STOCKTON,CA,A,Accepted original DUNS based on input data given,60318951,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could not find anything.
",,June,Single Location,"Haggerty Construction, Inc.","2474 Wigwam Dr Ste A
Stockton, CA 95205-2453, 
United States",209-475-9898 ,,
,15993038,109483946,EQUIVOICE INC.,EQUIVOICE INC,,PO BOX 7300,,ALGONQUIN,IL,A,Accepted original DUNS based on input data given,15993038,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find same company name where address is different.
",,June,Headquarters,"Equivoice, Inc","1015 W Lake St Fl 2 Flr 2
Algonquin, IL 60102, 
United States",847-429-1700 ,,
,79771455,60491612,RELATIVITYSPORTSLLC,RELATIVITYSPORTSLLC,,9242 BEVERLY BLVD,,BEVERLY HILLS,CA,C,After research on the web found better DUNS,63461840,"On hoovers for JUNE DUNS we found company name "" Relativity Education, LLC"" and address doesn't  match and 
for MAY DUNS we found company name "" Brians Transportation LLC"" and address doesn't  match.After research on web found better dUNS with company name "" Relativity Sports, LLC"" and address matches completely.
",,,Single Location,"Relativity Sports, LLC","9242 Beverly Blvd
Beverly Hills, CA 90210-3732, 
United States",310-786-0388 ,63461840,
,623471104,807831479,AMBER CAPITAL LP,AMBER CAPITAL LP,,900 3RD AV FL2 1103,,NEW YORK,,D,After research on the web found possible DUNS,623471104/807831479,"On hoovers for JUNE DUNS we found company name ""Amber Capital LP "" and address matches completely and 
for MAY DUNS we found company name ""Amber Capital US GP LLC "" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Single Location,Amber Capital LP,"900 3rd Ave Rm 1103
New York, NY 10022-3291, 
United States",212-826-7129 ,623471104/807831479,
,184439961,50809156,BY THE SEA RESORTS,BY THE SEA RESORTS,,15325 FRONT BEACH RD,,PANAMA CITY BEACH,FL,D,After research on the web found possible DUNS,184439961/050809156,"On hoovers for JUNE DUNS we found company name "" Legacy By Sea"" and address matches completely and 
for MAY DUNS we found company name ""By The Sea Resorts, Inc. "" and address matches partially. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Single Location,Legacy By Sea,"15325 Front Beach Rd
Panama City, FL 32413-3527, 
United States",850-249-8601 ,184439961/050809156,
,39511365,5758570,H&L ARCHITECTURE LTD,HL ARCHITECTURE LTD,,1755 BLAKE ST STE 400,,DENVER,CO,D,After research on the web found possible DUNS,39511365/005758570,"On hoovers for JUNE DUNS we found company name "" H+l Architecture Ltd."" and address matches completely and 
for MAY DUNS we found company name "" H & L Architecture Ltd"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Single Location,H+l Architecture Ltd.,"1755 Blake St Ste 400
Denver, CO 80202-1292, 
United States",303-298-4700 ,39511365/005758570,
,621033760,77114049,YWCA OF METROPOLITAN,YWCA OF METROPOLITAN,,3820 W PINE MALL BLVD,,SAINT LOUIS,MO,D,After research on the web found possible DUNS,621033760/077114049,"On hoovers for JUNE DUNS we found company name ""Young Women's Christian Association of Metropolitan St Louis "" and address matches completely and 
for MAY DUNS we found company name "" YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN ST. LOUIS, MISSOURI"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Branch/Headquarters,"YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN ST. LOUIS, MISSOURI","3820 W Pine Mall
Saint Louis, MO 63108-3336, 
United States",314-531-1115 ,621033760/077114049,
,7187032,3790065,WAGNER INDUSTRIES,WAGNER IND,,1201 E 12TH AVE,,NORTH KANSAS CITY,MO,D,After research on the web found possible DUNS,7187032/003790065,"On hoovers for JUNE DUNS we found company name ""Wagner Industries, Inc. "" and address matches completely and 
for MAY DUNS we found company name "" Wagner Industries, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Branch,"Wagner Industries, Inc.","1201 E 12th Ave
North Kansas City, MO 64116-4306, 
United States",816-474-1110 ,7187032/003790065,
,967851481,95807970,GOLDEN KEY IHS,GOLDEN KEY IHS,,1040 CROWN POINTE PKWY,,ATLANTA,GA,D,After research on the web found possible DUNS,967851481/095807970,"On hoovers for JUNE DUNS we found company name ""Golden Key International Honour Society, Inc. "" and address matches completely and 
for MAY DUNS we found company name "" Golden Key National Honor Society"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Headquarters,"Golden Key International Honour Society, Inc.","1040 Crown Pointe Pkwy Ste 900
Atlanta, GA 30338-6908, 
United States",678-689-2200 ,967851481/095807970,
,120605126,613458244,THE FLP FOUNDATION,THE FLP FOUNDATION,,1901 VINE ST RM 400,,PHILADELPHIA,PA,B,After research on the web accept original DUNS,613458244,"We could find different company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name and address matches.

",,May,Headquarters,REGIONAL FOUNDATION CENTER,"1901 Vine St Fl 2
Philadelphia, PA 19103-1116, 
United States",215-686-5423 ,,
,144510864,60527645,SW VERMONT MEDICAL CENTER,SW VERMONT MEDICAL CENTER,,100 HOSPITAL DR,,BENNINGTON,VT,D,After research on the web found possible DUNS,144510864/060527645,"On hoovers for JUNE DUNS we found company name ""SOUTHWESTERN VERMONT HEALTH CARE CORPORATION "" and address matches completely and 
for MAY DUNS we found company name ""Southwestern Vermont Medical Center, Inc. "" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,"Headquarters/Single Location
","SOUTHWESTERN VERMONT HEALTH CARE CORPORATION
","100 Hospital Dr
Bennington, VT 05201-5004, 
United States",802-442-6361 ,144510864/060527645,
,783482495,37026912,NORTHEAST ADVERTISNG,NORTHEAST ADVERTISNG,,50 S BUCKHOUT ST,,IRVINGTON,NY,A,Accepted original DUNS based on input data given,783482495,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could not find anything.
",,June,"Single Location
","Northeast Advertising Corp
","50 S Buckhout St Ste 200
Irvington, NY 10533-2201, 
United States",914-909-2959 ,783482495,
,620084905,780794868,MILLWORKS ETC  INC,MILLWORKS ETC INC,,2586 CALCITE CIR,,NEWBURY PARK,CA,D,After research on the web found possible DUNS,"620084905
/780794868","On hoovers for JUNE DUNS we found company name "" MILLWORKS, ETC., INC."" and address matches completely and 
for MAY DUNS we found company name "" Millworks, Etc., Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,"Headquarters/Branch
","MILLWORKS, ETC., INC.
","2586 Calcite Cir
Newbury Park, CA 91320-1203, 
United States",805-499-3400,"620084905
/780794868",
,24692370,77809424,FAMILY & CHILD SERVICE,FAMILY CHILD SERVICE,,1509 16TH ST NW,,WASHINGTON,DC,A,Accepted original DUNS based on input data given,24692370,"we could find JUNE DUNS on hoovers with input partial company name but complete address. For MAY DUNS we could find same company name where partially address matches.
",,June,Branch,"Families International, Inc.
","1509 16th St Nw
Washington, DC 20036-1461, 
United States",,24692370,
,786734066,11541104,ENVIRO WASTE OIL,ENVIRO WASTE OIL,,PO BOX 747,,MAHOPAC,NY,B,After research on the web accept original DUNS,11541104,"We could find different company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input partial company name and address matches completely.
",,May,"Single Location
","Enviro Waste Oil Recovery, LLC
","279 Route 6
Mahopac, NY 10541-3745, 
United States",,11541104,
,157231866,968044131,NORTH LAKE AUTO,NORTH LAKE AUTO,,214 W MAIN ST,,GALLATIN,TN,A,Accepted original DUNS based on input data given,157231866,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find different company name where doesn't  address matches.
",,June,Branch,"North Lake Automotive LLC
","214 W Main St
Gallatin, TN 37066-3234, 
United States",615-451-7284,157231866,
,57733935,788690845,OW RANCH LLC,OW RANCH LLC,,1041 N FORMOSA AVE,,W HOLLYWOOD,CA,A,Accepted original DUNS based on input data given,57733935,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find different company name where doesn't  address matches.
",,June,"Single Location
","O.W. Ranch LLC
","1041 N Formosa Ave
West Hollywood, CA 90046-6703, 
United States",323-272-6848 ,57733935,
,831570002,53977914,RELIABLE BIOPHARM,RELIABLE BIOPHARM,,1945 WALTON RD,,SAINT LOUIS,MO,D,After research on the web found possible DUNS,"831570002
/053977914
","On hoovers for JUNE DUNS we found company name "" Reliable Biopharmaceutical Holdings, Inc."" and address matches completely and 
for MAY DUNS we found company name "" Reliable Biopharmaceutical Corporation"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,"Headquarters/Single Location
","Reliable Biopharmaceutical Holdings, Inc.
","1945 Walton Rd
Saint Louis, MO 63114-5821, 
United States",314-429-7700 ,"831570002
/053977914
",
,53339515,945537038,ENGAGEMENTHEALTH LLC,ENGAGEMENTHEALTH LLC,,224 N DESPLAINES ST,,CHICAGO,IL,A,Accepted original DUNS based on input data given,53339515,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find different company name where doesn't  address matches.
",,June,"Single Location
","Engagementhealth LLC
","224 N Desplaines St #401
Chicago, IL 60661-1068, 
United States",312-207-1863 ,"053339515
",
,36846441,879309698,TCS AMERICA INC.,TCS AMERICA INC,,6171 MCLEOD DR # HM,,LAS VEGAS,NV,D,After research on the web found possible DUNS,036846441/879309698,"On hoovers for JUNE DUNS we found company name "" T C S America Inc"" and address matches completely and 
for MAY DUNS we found company name ""TCS John Huxley America Inc. "" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,"Single Location/Single Location
/Single Location
","T C S America Inc
","6171 Mcleod Dr
Las Vegas, NV 89120-4409, 
United States",702-798-0500 ,036846441/879309698,
,869107573,616815122,MIDLAND MANAGMENT,MIDLAND MANAGMENT,,3817 NW EXPRESSWAY,,OKLAHOMA CITY,OK,D,After research on the web found possible DUNS,869107573/616815122,"On hoovers for JUNE DUNS we found company name "" Midlands Claim Administrators, Inc"" and address matches completely and 
for MAY DUNS we found company name "" Midlands Management Corporation"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,"Single Location/Headquarters
/Headquarters
","Midlands Claim Administrators, Inc
","3817 Nw Expressway Ste 1000
Oklahoma City, OK 73112-1469, 
United States",405-840-0950 ,869107573/616815122,
,62997309,943591719,SF MUSEUM MOD ARTS,SF MUSEUM MOD ARTS,,151 3RD ST,,SAN FRANCISCO,CA,A,Accepted original DUNS based on input data given,62997309,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find different company name where  address matches.
",,June,Headquarters,"SAN FRANCISCO MUSEUM OF MODERN ART
","151 3rd St
San Francisco, CA 94103-3107, 
United States",415-357-4035 ,62997309,
,785117644,7612070,K I M  CO REFRIGERAT,K I M CO REFRIGERAT,,10 CHARLES ST,,NEW HYDE PARK,NY,A,Accepted original DUNS based on input data given,785117644,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find different company name where  address matches.
",,June,"Single Location

","K.I.M. Co. Refrigeration Corp.
","10 Charles St
New Hyde Park, NY 11040-4862, 
United States",516-378-1176,"785117644
",
,808710219,623266863,CONTINENTAL PLASTICS,CONTINENTAL PLASTICS,,21 POWDER HILL RD,,LINCOLN,RI,D,After research on the web found possible DUNS,"808710219/623266863
","On hoovers for JUNE DUNS we found company name "" Continental Plastics & Packaging, Inc."" and address matches completely and 
for MAY DUNS we found company name "" CONLEY GROUP, INC."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,"Single Location/Headquarters

","Continental Plastics & Packaging, Inc.
","21 Powder Hill Rd
Lincoln, RI 02865-4424, 
United States",781-932-1115 ,"808710219
",
,965199990,134344592,PLANTATION PETROLEUM,PLANTATION PETROLEUM,,10355 CENTREPARK DR,,HOUSTON,TX,D,After research on the web found possible DUNS,965199990/134344592,"On hoovers for JUNE DUNS we found company name "" Plantation Petroleum Company LLC"" and address matches completely and 
for MAY DUNS we found company name "" Plantation Petroleum Holdings III LLC"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,"Single Location
/Headquarters","Plantation Petroleum Holdings III LLC
","10355 Centrepark Dr #100
Houston, TX 77043-1370, 
United States",281-296-7222 ,965199990/134344592,
,27414559,140056008,MCF CORP,MERRIMAN CAPITAL INC,,250 MONTGOMERY ST,,SAN FRANCISCO,CA,B,After research on the web accept original DUNS,140056008,"We could find different company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name and address matches partially.
",,May,Headquarters,"Merriman Capital, Inc.
","600 California St Fl 9
San Francisco, CA 94108-2706, 
United States",415-248-5600,140056008,
,7142896,66702541,GOLDEN STAR INC.,GOLDEN STAR INC,,6445 METCALF AVE,,OVERLAND PARK,KS,A,Accepted original DUNS based on input data given,7142896,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find different company name where address doesn't match.
",,June,Headquarters,"Golden Star Inc.
","6445 Metcalf Ave
Overland Park, KS 66202-3927, 
United States",816-842-0233 ,7142896,
,79645299,843274499,LAGUNA OIL,LAGUNA OIL,,104 N COAST HWY,,LAGUNA BEACH,CA,D,After research on the web found possible DUNS,"079645299
/843274499
","On hoovers for JUNE DUNS we found company name ""Laguna Oil "" and address matches completely and 
for MAY DUNS we found company name "" Laguna Mobil Mart"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,"Single Location/Single Location
","Laguna Oil
","104 N Coast Hwy
Laguna Beach, CA 92651-1819, 
United States",949-494-3015 ,"079645299
/843274499
",
,830042813,78814903,TRIAD RACING TECH,TRIAD RACING TECHNOLOGY,,PO BOX 3545,,MOORESVILLE,NC,D,After research on the web found possible DUNS,830042813/078814903,"On hoovers for JUNE DUNS we found company name "" Triad Racing Technologies, LLC"" and address matches completely and 
for MAY DUNS we found company name "" Triad Racing Technologies, LLC"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Branch,"Triad Racing Technologies, LLC
","235 Raceway Dr
Mooresville, NC 28117-6510, 
United States",704-237-1400,830042813/078814903,
,66958855,29628612,BARTELS PACKING,BARTELS PACKING,,88091 CENTRAL RD,,EUGENE,OR,D,After research on the web found possible DUNS,066958855/029628612,"On hoovers for JUNE DUNS we found company name "" BARTELS PACKING, INC."" and address matches partially and 
for MAY DUNS we found company name "" S-Bar Packing, LLC"" and address matches completely. Tradestyle name match on MAY.So both JUNE and MAY DUNS are considered.
",,June/May,"Headquarters/Single Location
","BARTELS PACKING, INC.
","706 Oscar St
Eugene, OR 97402-5322, 
United States",541-344-4177 ,066958855/029628612,
,154043699,170809185,ERWIN & SONS DRT,ERWIN SONS DRT,,261 HERITAGE WALK,,WOODSTOCK,GA,D,After research on the web found possible DUNS,154043699/170809185,"On hoovers for JUNE DUNS we found company name "" Erwin & Sons Direct Imports, Inc."" and address matches completely and 
for MAY DUNS we found company name "" Erwin & Sons Imports, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Single Location,"Erwin & Sons Direct Imports, Inc.","261 Heritage Walk
Woodstock, GA 30188-3876, 
United States",770-579-0414 ,154043699/170809185,
,2265502,27039652,UNIQUE IND INC,UNIQUE IND INC,,4750LEAGUE ISLD BLVD,,PHILADELPHIA,,A,Accepted original DUNS based on input data given,2265502,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find same company name where address doesn't match.
",,June,Headquarters,"Unique Industries, Inc.","4750 League Island Blvd
Philadelphia, PA 19112-1222, 
United States",215-336-4300 ,,
