Sr. No.,Jun DUNs,May DUNs,legal_nm,dba_nm,alt_bus_nm,bus1_address1,bus1_address2,bus1_city,bus1_state_cd,Action Code,Action Code Details,Final DUNS,Comments,Weblinks,June/May,Location,Company Name on D&B,Address on D&B,Contact Number,DUNS As Per CP,Headquarter DUNS
,111965120,69679570,IT WORKS MARKETING,IT WORKS MARKETING,,5325 SR 64 EAST,,BRADENTON,,E,After research on the web found Business but no DUNS,,"We could find existing DUNS on hoovers where company name as ""IT WORKS MARKETING, INC. "" and address doesn't match. 
After research we could find company business on web, but there is no DUNS available for the obligor.
",http://www.societe.com/societe/it-works-marketing-inc-793561127.html,,,,,,,
,798960972,798960964,AUSTIN ISD,AUSTIN ISD,,1111 W 6TH ST # A380,,AUSTIN,TX,D,After research on the web found possible DUNS,798960972/798960964,"On hoovers for JUNE DUNS we found company name""Austin Independent School District"" and address matches completely and 
for MAY DUNS we found company name""Austin Independent School District."" and address matches completely.So both JUNE and MAY DUNS are considered.
",,June/May,Branch/Branch,Austin Independent School District,"1111 W 6th St
Austin, TX 78703-5399, 
United States",512-414-4471 ,798960972/798960964,76933746
,964294024,189456288,NY LIFE INSURANCE,NY LIFE INS CO,,51 MADISON AVE,,NEW YORK,NY,B,After research on the web accept original DUNS,189456288,"We could find different company name with JUNE DUNS where address does not matches.
For MAY DUNS we could find company name and address matches.
",,May,Single location,NEW YORK LIFE INSURANCE COMPANY,"51 Madison Ave, New York, NY 10010-1655,  United States",212-576-7000 ,,
,858411445,44127439,BE AEROSPACE,BE AEROSPACE,,1400 CORPORATE CENTER WAY,,WELLINGTON,FL,B,After research on the web accept original DUNS,44127439,"We could find different company name with JUNE DUNS where address matches. 
For MAY DUNS we could find input company name and address matches.
",,May,Headquarters,"B/E Aerospace, Inc.","1400 Corporate Center Way
Wellington, FL 33414-2105, 
United States",561-791-5000 ,,
,965611648,827489878,JETRO HOLDINGS LLC,JETRO HOLDINGS LLC,,15-24 132ND STREET,,COLLEGE POINT,,C,After research on the web found better DUNS,40075780,"On hoovers for JUNE DUNS we found company name""JETRO HOLDINGS, LLC"" and address does not matches and 
for MAY DUNS we could not find anything. After research on web found better dUNS with company name""JETRO CASH AND CARRY ENTERPRISES, LLC"" and address matches completely.
",,-,Headquarters,"JETRO CASH AND CARRY ENTERPRISES, LLC","1524 132nd St
College Point, NY 11356-2440, 
United States",718-939-6400 ,40075780,
,126274823,8966731,BHP USA,BHP USA,,1360 POST OAK BLVD,,HOUSTON,TX,D,After research on the web found possible DUNS,126274823/008966731,"On hoovers for JUNE DUNS we found company name ""Broken Hill Proprietary (usa) Inc "" and address matches completely and 
for MAY DUNS we found company name""BHP COPPER INC"" and address matches completely.So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Headquarters,Broken Hill Proprietary (usa) Inc.,"1360 Post Oak Blvd #150, Houston, TX 77056-3030,  United States",713-961-8500,126274823/008966731,
,55569545,557148264,ST MARYS MEDICAL CENTER,ST MARYS MEDICAL CENTER,,2900 1ST AVE,,HUNTINGTON,WV,D,After research on the web found possible DUNS,55569545/557148264,"On hoovers for JUNE DUNS we found company name ""St. Mary's Medical Center "" and address matches completely and 
for MAY DUNS we found company name""Saint Mary's Medical Center Foundation, Inc"" and address matches completely.So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Single Location,St. Mary's Medical Center,"2900 1st Ave, Huntington, WV 25702-1241, United States",304-526-1234 ,55569545/557148264,
,828428750,884957374,APOLLO ADVISORS L.P.,APOLLO MANAGEMENT HOLDINGS,,9 W 57TH ST,,NEW YORK,NY,D,After research on the web found possible DUNS,828428750/884957374,"On hoovers for JUNE DUNS we found company name""Apollo Management Holdings, L.P""and address matches completely and 
for MAY DUNS we found company name""Apollo Management, L.p"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Headquarters,"Apollo Management, L.p","9 W 57th St Fl 43
New York, NY 10019-2706, 
United States",212-515-3200 ,828428750/884957374,
,1854256,780462284,GUARDIAN LIFE INS,GUARDIAN LIFE INS,,7 HANOVER SQ,,NEW YORK,NY,D,After research on the web found possible DUNS,1854256/780462284,"On hoovers for JUNE DUNS we found company name""The Guardian Life Insurance Company of America"" and address matches completely and 
for MAY DUNS we found company name""Guardian Assets Company"" and address matches completely.So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Single Location,The Guardian Life Insurance Company of America,"7 Hanover Sq., New York, NY 10004-4025,  United States",212-598-8000 ,1854256/780462284,
,361765597,50099043,ROLL INTERNATIONAL,THE WONDERFUL COMPANY,,11444 W OLYMPIC BLVD,,LOS ANGELES,CA,D,After research on the web found possible DUNS,361765597/50099043,"On hoovers for JUNE DUNS we found company name""ROLL PROPERTIES INTERNATIONAL, INC ""and address matches completely and 
for MAY DUNS we found company name""The Wonderful Company LLC"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Headquarters,"ROLL PROPERTIES INTERNATIONAL, INC","11444 W. Olympic Blvd.
Los Angeles, CA 90064, 
United States",310-966-5700 ,361765597/50099043,
,603893363,10588770,VILLAGE OF OAK LAWN,VILLAGE OF OAK LAWN,,9446 RAYMOND AVE,,OAK LAWN,IL,D,After research on the web found possible DUNS,603893363/10588770,"On hoovers for JUNE DUNS we found company name""The Village of Oak Lawn.""and address matches completely and 
for MAY DUNS we found company name""The Village of Oak Lawn"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Branch/Headquarters,The Village of Oak Lawn,"9446 Raymond Ave Ste 1
Oak Lawn, IL 60453-2449, 
United States",708-499-7721,603893363/10588770,10588770
,78835682,362574527,PHARMACEUTICAL PRDCT,PHARMACEUTICAL PRDCT,,929 N FRONT ST,,WILMINGTON,NC,D,After research on the web found possible DUNS,78835682/362574527,"On hoovers for JUNE DUNS we found company name""Pharmaceutical Product Development, LLC""and address matches completely and 
for MAY DUNS we found company name""PPD DEVELOPMENT, LLC"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,"Headquarters/Headquarters
","Pharmaceutical Product Development, LLC","929 N Front St
Wilmington, NC 28401-3331, 
United States",910-251-0081 ,78835682/362574527,
,803324847,825888311,HOAG MEMORIAL HOSPTL,HOAG MEMORIAL HOSPTL,,1 HOAG DR,,NEWPORT BEACH,CA,D,After research on the web found possible DUNS,"803324847
/825888311","On hoovers for JUNE DUNS we found company name""THE HOAG CHEMICAL DEPENDENCY CENTER ""and address matches completely and 
for MAY DUNS we found company name""Hoag Memorial Hospital Presbyterian"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Headquarters,THE HOAG CHEMICAL DEPENDENCY CENTER,"1 Hoag Dr
Newport Beach, CA 92663-4162, 
United States",949-764-5656 ,"803324847
/825888311",
,78442276,122253065,PHILLIPS VAN HEUSEN,PVH CORP,,1001 FRONTIER RD,,BRIDGEWATER,NJ,D,After research on the web found possible DUNS,78442276/122253065,"On hoovers for JUNE DUNS we found company name""PVH CORP.""and address matches completely and 
for MAY DUNS we found company name""Pvh Corp."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Branch/Branch,PVH CORP,"1001 Frontier Rd
Bridgewater, NJ 08807-2902, 
United States",908-685-0050 ,78442276/122253065,1361005
,1368174,15182181,PURDUE PHARMA L.P.,PURDUE PHARMA L P,,1 STAMFORD FORUM,,STAMFORD,CT,A,Accepted original DUNS based on input data given,1368174,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find same company name with different address.
",,June,Headquarters,The Frederick Purdue Company Inc,"1 Stam Foru 201 Tres Blvd 1 Stamford Forum
Stamford, CT 06901, 
United States",203-588-8000 ,,
,967248217,31158397,GLYNN BRUNSWICK MEM,GLYNNBRUNSWICK MEM,,2415 PARKWOOD DR,,BRUNSWICK,GA,D,After research on the web found possible DUNS,967248217/031158397,"On hoovers for JUNE DUNS we found company name""GLYNN-BRUNSWICK MEMORIAL HOSPITAL.""and address matches completely and 
for MAY DUNS we found company name""Glynn-Brunswick Memorial Hospital Authority"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Single Location,GLYNN-BRUNSWICK MEMORIAL HOSPITAL,"2415 Parkwood Dr
Brunswick, GA 31520-4722, 
United States",912-466-3395 ,967248217/031158397,
,76309442,124869157,EL CAMINO HOSPITAL,EL CAMINO HOSPITAL,,2500 GRANT RD,,MOUNTAIN VIEW,CA,D,After research on the web found possible DUNS,76309442/124869157,"On hoovers for JUNE DUNS we found company name""El Camino Hospital""and address matches completely and 
for MAY DUNS we found company name""El Camino Hospital"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Branch,El Camino Hospital,"2500 Grant Rd
Mountain View, CA 94040-4378, 
United States",408-224-6660 ,76309442/124869157,
,969583546,4300406,QUIKRETE HOLDNGS INC,QUIKRETE HOLDNGS INC,,3490PIEDMONT RD 1300,,ATLANTA,,D,After research on the web found possible DUNS,969583546/004300406,"On hoovers for JUNE DUNS we found company name""Quikrete Holdings, Inc.""and address matches completely and 
for MAY DUNS we found company name""THE QUIKRETE COMPANIES INC"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Headqurrters,"Quikrete Holdings, Inc.","3490 Piedmont Rd Ne #1300
Atlanta, GA 30305-4811, 
United States",404-926-3167 ,969583546/004300406,
,78699981,797175627,E & B NATURAL RESOUR,E B NATURAL RESOUR,,1600 NORRIS RD,,BAKERSFIELD,CA,D,After research on the web found possible DUNS,78699981/797175627,"On hoovers for JUNE DUNS we found company name""E and B Natural Resources.""and address matches completely and 
for MAY DUNS we found company name""E & B Natural Resources Management Corporation"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Headquarters,E and B Natural Resources,"1600 Norris Rd
Bakersfield, CA 93308-2234, 
United States",661-327-1324 ,78699981/797175627,
,78581151,4987608,T R PRICE ASSOC INC,T R PRICE ASSOC INC,,100 E PRATT ST FL 13,,BALTIMORE,MD,D,After research on the web found possible DUNS,78581151/004987608,"On hoovers for JUNE DUNS we found company name""T. Rowe Price Capital Appreciation Fund""and address matches completely and 
for MAY DUNS we found company name""T. Rowe Price Associates, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location/Headquarters,T. Rowe Price Capital Appreciation Fund,"100 E Pratt St, Baltimore, MD 21202-1009, United States",410-345-2000 ,78581151/004987608,
,40061582,796398241,RICHEMONT NA INC,RICHEMONT NA INC,,3 ENTERPRISE DR,,SHELTON,CT,D,After research on the web found possible DUNS,40061582/796398241,"On hoovers for JUNE DUNS we found company name""RICHEMONT NORTH AMERICA, INC.""and address matches completely and 
for MAY DUNS we found company name""Richemont North America, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Branch,"RICHEMONT NORTH AMERICA, INC.","3 Enterprise Dr Ste 300
Shelton, CT 06484-4696, 
United States",203-925-6541 ,40061582/796398241,
,825878379,604525241,FIDELITY NATIONAL TITLE,FIDELITY NATIONAL TITLE,,601 RIVERSIDE AVE,,JACKSONVILLE,FL,D,After research on the web found possible DUNS,825878379/604525241,"On hoovers for JUNE DUNS we found company name""FIDELITY NATIONAL EUROPE LLC""and address matches completely and 
for MAY DUNS we found company name""Fidelity National Financial, Inc.."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Headqurrters,FIDELITY NATIONAL EUROPE LLC,"601 Riverside Ave Fl 4
Jacksonville, FL 32204-2901, 
United States",904-854-8100 ,825878379/604525241,
,802054742,158389820,NETAPP INC,NETAPP INC,,495 E JAVA DR,,SUNNYVALE,CA,D,After research on the web found possible DUNS,802054742/158389820,"On hoovers for JUNE DUNS we found company name""NETAPP, INC.""and address matches completely and 
for MAY DUNS we found company name""Netapp, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Brach,"NETAPP, INC.","495 E Java Dr
Sunnyvale, CA 94089-1125, 
United States",408-822-6000 ,802054742/158389820,
,113652791,40835311,WIPRO LTD,WIPRO LTD,,2 TOWER CENTER BLVD,,EAST BRUNSWICK,NJ,D,After research on the web found possible DUNS,113652791/040835311,"On hoovers for JUNE DUNS we found company name""Wipro, LLC.""and address matches completely and 
for MAY DUNS we found company name""Wipro Limited."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Branch,"Wipro, LLC","2 Tower Center Blvd #2200
East Brunswick, NJ 08816-1100, 
United States",732-509-1664,113652791/040835311,
,60321254,17018487,OLYMPUS CORP OF AMER,OLYMPUS CORP OF AMER,,3500 CORPORATE PKWY,,CENTER VALLEY,PA,D,After research on the web found possible DUNS,60321254/017018487,"On hoovers for JUNE DUNS we found company name""OLYMPUS AMERICA INC""and address matches completely and 
for MAY DUNS we found company name""Olympus America Inc"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Branch,OLYMPUS AMERICA INC,"3500 Corporate Pkwy
Center Valley, PA 18034-8229, 
United States",484-896-5000 ,60321254/017018487,
,78734723,31120541,BRIGHT HORIZONS FMLY,BRIGHT HORIZONS FMLY,,200 TALCOTT AVE,,WATERTOWN,MA,D,After research on the web found possible DUNS,78734723/031120541,"On hoovers for JUNE DUNS we found company name""Bright Horizons Family Solutions, Inc.""and address matches completely and 
for MAY DUNS we found company name""Bright Horizons Family Solutions LLC
"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Headqurrters,"Bright Horizons Family Solutions, Inc.","200 Talcott Ave
Watertown, MA 02472-5705, 
United States",617-673-8000 ,78734723/031120541,
,6921902,46887972,WINN DIXIESTORES INC,WINNDIXIESTORES INC,,5050 EDGEWOOD CT,,JACKSONVILLE,FL,D,After research on the web found possible DUNS,"6921902/046887972
","On hoovers for JUNE DUNS we found company name""WINN-DIXIE STORES, INC"" and address matches completely and 
for MAY DUNS we found company name""WINN-DIXIE STORES, INC"" and address matches completely.So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Headquarters,WINN-DIXIE ATLANTA INC,"5050 Edgewood Ct
Jacksonville, FL 32254-3601, 
United States",904-783-5000 ,"6921902/046887972
",
,876493842,73895711,SPARTANBURG REG HLTH,SPARTANBURG REG HLTH,,101 E WOOD ST,,SPARTANBURG,SC,D,After research on the web found possible DUNS,876493842/073895711,"On hoovers for JUNE DUNS we found company name""Spartanburg Regional Health Services District Inc"" and address matches completely and 
for MAY DUNS we found company name""SPARTANBURG REGIONAL MEDICAL CENTER FOUNDATION THE"" and address matches completely.So both JUNE and MAY DUNS are considered.
",,June/May,Branch/Headquarters,Spartanburg Regional Health Services District Inc,"101 E Wood St
Spartanburg, SC 29303-3040, 
United States",864-560-6000 ,876493842/073895711,52072048
,75255729,1732937,NATIONAL BASKETBALL ASSOCIATION,NATIONAL BASKETBALL ASSOCIATION,,100 PLAZA DR,,SECAUCUS,NJ,D,After research on the web found possible DUNS,75255729/001732937,"On hoovers for JUNE DUNS we found company name""National Basketball Association, Inc."" and address matches completely and 
for MAY DUNS we found company name""National Basketball Association, Inc."" and address matches completely.So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Branch,"National Basketball Association, Inc.","100 Plaza Dr Fl 3
Secaucus, NJ 07094-3766, 
United States

",212-407-8000 ,75255729/001732937,
,147211270,196904069,THE SCOTTS COMPANY,THE SCOTTS CO,,14111 SCOTTSLAWN RD,,MARYSVILLE,OH,A,Accepted original DUNS based on input data given,147211270, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could find different company name where completely  address matches.,,June,Headquarters,THE SCOTTS COMPANY LLC,"14111 Scottslawn Rd, Marysville, OH 43040-7801,  United States",937-644-0011 ,,
,20878042,878141795,DASSAULT SYS AMERICA,DASSAULT SYSTEM AMERICA,,175 WYMAN ST,,WALTHAM,MA,A,Accepted original DUNS based on input data given,20878042, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could find different company name where completely  address matches.,,June,Headquarters,Dassault Systemes Americas Corp,"175 Wyman St, Waltham, MA 02451-1223,  United States",781-810-3000 ,,
,78697262,160002218,SLM CORP,SLM CORP,,2001EDMUND HALLEY DR,,RESTON,,A,Accepted original DUNS based on input data given,78697262, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could find same  company name where find different   address .,,June,Single Location,SLM Private Education Loan Trust 2012-A,"2001 Edmund Halley Dr, Reston, VA 20191-3436,  United States",703-810-3000 ,,
,188908909,72544971,COSTAR GROUP INC,COSTAR GROUP INC,,1331 L ST NW,,WASHINGTON,DC,A,Accepted original DUNS based on input data given,188908909, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could find same  company name where find different   address .,,June,Headquarters,"Costar Group, Inc.","1331 L St Nw Ste 2, Washington, DC 20005-4361,  United States",202-346-6500 ,,
,153911214,113974427,GOGO TECH INC,SHR CAPITAL PARTNERS,,1407BROADWAY STE#700,,NEW YORK,,A,Accepted original DUNS based on input data given,153911214, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could find different  company name where completely address matches.,,June,Single Location,Gogotech II LLC,"1407 Broadway Rm 700, New York, NY 10018-3299,  United States",212-386-7193 ,,
,79635776,82596180,ALLIANZ GLOBAL INV.,ALLIANZ ASSET MANAGE,,650 NEWPORT CENTER DR,,NEWPORT BEACH,CA,A,Accepted original DUNS based on input data given,79635776, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could find same  company name where find different  address .,,June,Single Location,Allianz Asset Management of America LLC,"650 Newport Center Dr
Newport Beach, CA 92660-6310, 
United States",949-219-2200 ,,
,78575119,6908354,OCCIDENTAL PETROLEUM,OCCIDENTAL PETROLEUM,,5005 LBJ FWY ST 2200,,DALLAS,,A,Accepted original DUNS based on input data given,78575119, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could find same  company name where find different  address .,,June,Branch,Occidental Petroleum Corporation,"5005 Lbj Fwy Ste 2200
Dallas, TX 75244-6152, 
United States",972-404-3800 ,,70142740
,1291111,154812895,PHILIPS ELECTRONICS,PHILIPS ELECTRONICS,,"3000MINUTEMN RD,BLD5",,FLR3 ANDOVER,,A,Accepted original DUNS based on input data given,1291111, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could find same  company name where find different  address .,,June,Headquarters,Philips Electronics North America Corporation,"3000 Minuteman Rd Ms1203
Andover, MA 01810-1032, 
United States",800-223-1828 ,,
,612757070,29211765,MOHAWK INDUSTRIES,MOHAWK IND,,160 S INDUSTRIAL BLVD,,CALHOUN,GA,A,Accepted original DUNS based on input data given,612757070, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could find same  company name where find different  address .,,June,Headquarters,"Mohawk Industries, Inc.","160 S Industrial Blvd
Calhoun, GA 30701-3030, 
United States",706-629-7721 ,,
,68436990,945034403,MOTHER FRANCES HOSPI,MOTHER FRANCES HOSPI,,1315 DOCTORS DR,,TYLER,TX,A,Accepted original DUNS based on input data given,68436990, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could find diffrent  company name where completely  address matches.,,June,Single Location,Mother Frances Hospital-Winnsboro,"1315 Doctors Dr
Tyler, TX 75701-2263, 
United States",,,
,6967921,53502790,MARITZ INC,MARITZ INC,,1375 N HIGHWAY DR,,FENTON,MO,A,Accepted original DUNS based on input data given,6967921, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could find different  company name  where partially  address matches.,,June,Headquarters,Maritz Holdings Inc.,"1375 N Highway Dr
Fenton, MO 63099-0001, 
United States",636-827-4000 ,,
,55147490,141048905,OCEANEERING INTERNATIONAL INC,OCEANEERING INTERNATIONAL INC,,11911 FM 529 RD,,HOUSTON,TX,A,Accepted original DUNS based on input data given,55147490, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could find same company name  where find different  address.,,June,Headquarters,"OCEANEERING INTERNATIONAL, INC.","11911 Fm 529 Rd
Houston, TX 77041-3000, 
United States",713-329-4500 ,,
,1707322,173097239,KONICA MINOLTA BUS.,KONICA MINOLTA BUS,,100 WILLIAMS DR,,RAMSEY,NJ,A,Accepted original DUNS based on input data given,1707322, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could not find any result on hoovers.,,June,Headquarters,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.","100 Williams Dr
Ramsey, NJ 07446-2907, 
United States",201-825-4000 ,,
,131828522,155507853,HEALTH NET INC.,HEALTH NET INC,,11971 FOUNDATION PL,,GOLD RIVER,CA,A,Accepted original DUNS based on input data given,131828522, we could find JUNE DUNS on hoovers with input company name and address.for may duns we could  find same compnay name where  find different address. ,,June,Branch,"Health Net, Inc","11971 Foundation Pl
Gold River, CA 95670-4502, 
United States",916-935-1600 ,,798330908
,806511361,809447899,SPARKS EXHIBITS CORP,SPARKS MARKETING GROUP,,2828 CHARTER RD,,PHILADELPHIA,PA,D,After research on the web found possible DUNS,806511361/809447899,"On hoovers for JUNE DUNS we found company name "" Sparks Marketing Group, Inc."" and address matches completely   and for MAY DUNS we found company name "" SPARKS EXHIBITS HOLDING CORPORATION"" and address matches completely / So both JUNE and MAY DUNS are considered.",,June/May,"Headquarters/Headquarters
Subsidiary Status No
Company Type Private
Plant/Facility Size (sq. ft.) (actual) 250,000
Owns/Rents Rents
Accountant McGladrey LLP
Employees (All Sites) 400
Employees (This Site) 71
1-Year Employee Growth 0.0%
Year of Founding 2006
Primary Industry Trade Show & Event Planning Services
Primary SIC Code 73890300: Advertising, promotional, and trade show services
Primary NAICS Code 561990: All Other Support Services
Tradestyle Sparks
Latitude/Longitude 40.09527/-75.004324
Minority Owned/Women Owned No
","Sparks Marketing Group, Inc.","2828 Charter Rd, Philadelphia, PA 19154-2111,  United States",800-925-7727 ,806511361/809447899,
,13653426,627904555,HEALTHSTAR,HSC ACQUISITION LLC,,1000 WYCKOFF AVE,,MAHWAH,NJ,D,After research on the web found possible DUNS,13653426/627904555,"On hoovers for JUNE DUNS we found company name ""HSC ACQUISITION, LLC "" and address matches completely and for MAY DUNS we found company name ""Healthstar Management LLC "" and address matches completely  So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,"HSC ACQUISITION, LLC","1000 Wyckoff Ave, Mahwah, NJ 07430-3164,  United States",201-560-5370 ,13653426/627904555,
,148228351,76138416,TEXAS ROADHOUSE,TEXAS ROADHOUSE,,6040 DUTCHMANS LN,,LOUISVILLE,KY,D,After research on the web found possible DUNS,148228351/076138416,"On hoovers for JUNE DUNS we found company name ""TEXAS ROADHOUSE, INC. "" and address matches completely   and for MAY DUNS we found company name "" TEXAS ROADHOUSE HOLDINGS, LLC"" and address matches completely  So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,"TEXAS ROADHOUSE, INC.","6040 Dutchmans Ln Ste 200, Louisville, KY 40205-3305, United States",502-426-9984 ,148228351/076138416,
,1317452,796514466,OWENS CORNING,OWENS CORNING,,1 OWENS CORNING PKWY,,TOLEDO,OH,D,After research on the web found possible DUNS,1317452/796514466,"On hoovers for JUNE DUNS we found company name "" OWENS CORNING SALES, LLC"" and address matches completely   and for MAY DUNS we found company name "" OWENS CORNING"" and address matches completely   So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,"OWENS CORNING SALES, LLC","1 Owens Corning Pkwy, Toledo, OH 43659-0001, United States",419-248-8000 ,1317452/796514466,
,968066337,68744457,REED SMITH LLP,REED SMITH LLP,,20 STANWIX ST,,PITTSBURGH,PA,D,After research on the web found possible DUNS,968066337/068744457,"On hoovers for JUNE DUNS we found company name ""Reed Smith LLP "" and address matches completely   and for MAY DUNS we found company name ""REED SMITH LLP "" and address matches partially  So both JUNE and MAY DUNS are considered.",,June/May,Branch/Headquarters,Reed Smith LLP,"20 Stanwix St Ste 1200, Pittsburgh, PA 15222-4899,  United States",412-288-3330 ,968066337/068744457,
,111652843,13329254,RIO TINTO,RIO TINTO,,4700 W DAYBREAK PKWY,,SOUTH JORDAN,UT,D,After research on the web found possible DUNS,111652843/013329254,"On hoovers for JUNE DUNS we found company name "" Rio Tinto"" and address matches completely and for MAY DUNS we found company name "" Rio Tinto Services Inc."" and address matches completely   So both JUNE and MAY DUNS are considered.",,June/May,Branch/Headquarters,Rio Tinto,"4700 Daybreak View Pkwy, South Jordan, UT 84095,  United States",801-204-2000 ,111652843/013329254,
,964382423,786101035,EVERCORE PARTNERS,EVERCORE PARTNERS,,55 E 52ND ST FL ST38TH,FL ST38TH,NEW YORK,NY,D,After research on the web found possible DUNS,964382423/786101035,"On hoovers for JUNE DUNS we found company name ""Evercore LP "" and address matches completely   and for MAY DUNS we found company name ""Evercore Partners Inc "" and address matches completely   So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,Evercore LP,"55 E 52nd St Fl 35
New York, NY 10055-0110, 
United States",212-857-3100 ,964382423/786101035,
,127774169,827812616,SKYWORKS LLC,SKYWORKS LLC,,100 THIELMAN DR,,BUFFALO,NY,D,After research on the web found possible DUNS,127774169/827812616,"On hoovers for JUNE DUNS we found company name "" SKYWORKS, L.L.C."" and address matches completely and for MAY DUNS we found company name ""Skyworks, LLC "" and address matches completely  So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Branch,"SKYWORKS, L.L.C.","100 Thielman Dr
Buffalo, NY 14206-2359, 
United States",716-822-5438 ,127774169/827812616,
,967090130,72324379,D J EDELMAN INC,D J EDELMAN INC,,200 E RANDOLPH ST,,CHICAGO,IL,D,After research on the web found possible DUNS,967090130/072324379,"On hoovers for JUNE DUNS we found company name ""D J Edelman Family Foundation "" and address matches completely   and for MAY DUNS we found company name ""DANIEL J. EDELMAN, INC. "" and address matches completely   So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Headquarters,D J Edelman Family Foundation,"200 E Randolph St
Chicago, IL 60601-6436, 
United States",312-240-3000 ,967090130/072324379,
,938647021,963379404,INTUITIVE SURGICAL,INTUITIVE SURGICAL,,1266 KIFER RD # BDG101,,SUNNYVALE,CA,D,After research on the web found possible DUNS,938647021/963379404,"On hoovers for JUNE DUNS we found company name ""Intuitive Surgical, Inc. "" and address matches completely   and for MAY DUNS we found company name "" Intuitive Surgical Holdings, Inc."" and address matches completely   So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,"Intuitive Surgical, Inc.","1020 Kifer Rd
Sunnyvale, CA 94086-5301, 
United States",408-523-2100 ,938647021/963379404,
,129477548,806327958,SKECHERS USA INC.,SKECHERS USA INC,,225 S SEPULVEDA BLVD,,MANHATTAN BEACH,CA,D,After research on the web found possible DUNS,129477548/806327958,"On hoovers for JUNE DUNS we found company name ""Skechers U.S.A., Inc. II "" and address matches completely  and for MAY DUNS we found company name "" Skechers U.S.A., Inc."" and address matches completely y  So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Branch,"Skechers U.S.A., Inc. II","225 S Sepulveda Blvd
Manhattan Beach, CA 90266-6825, 
United States",310-318-3100 ,129477548/806327958,
,831201483,783502458,LEVEL 3,LEVEL 3,,1025 ELDORADO BLVD,,BROOMFIELD,CO,D,After research on the web found possible DUNS,831201483/783502458,"On hoovers for JUNE DUNS we found company name ""Level 3 Eon, LLC "" and address matches completely   and for MAY DUNS we found company name ""Level 3 Financing, Inc. "" and address matches completely So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Headquarters,"Level 3 Eon, LLC","1025 Eldorado Blvd
Broomfield, CO 80021-8254, 
United States",720-888-1000 ,831201483/783502458,
