Sr. No.,Jun DUNs,May DUNs,legal_nm,dba_nm,alt_bus_nm,bus1_address1,bus1_address2,bus1_city,bus1_state_cd,Action Code,Action Code Details,Final DUNS,Comments,Weblinks,June/May,Location,Company Name on D&B,Address on D&B,Contact Number,DUNS As Per CP,Headquarter DUNS
,34120214,72994791,WESTERN ELECTRICITY,WESTERN ELECTRICITY,,155 N 400 W STE 200,,SALT LAKE CITY,UT,D,After research on the web found possible DUNS,034120214 / 072994791,"On hoovers for JUNE DUNS we found company name "" Western Electricity  "" and address matches partially/completely and for MAY DUNS we found company name ""WESTERN ELECTRICITY COORDINATING COUNCIL "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",-,June/May,Single Location / Headquarters,Western Electricity,"155 N 400 W Ste 200
Salt Lake City, UT",801-883-6871,034120214 / 072994791,72994791
,134922272,18285314,CRF,CRF,,111 E 59TH ST FL 13,,NEW YORK,NY,A,Accepted original DUNS based on input data given,134922272,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,-,June,Single Location,CARDIOVASCULAR RESEARCH FOUNDATION,"111 E 59th St
New York, NY",212-851-9300 ,-,-
,51288843,172953437,CBS PERSONNEL SVC,CBS PERSONNEL SVC,,435 ELM ST STE 300,,CINCINNATI,OH,D,After research on the web found possible DUNS,51288843 / 172953437,"On hoovers for JUNE DUNS we found company name "" CBS PERSONNEL SERVICES, LLC  "" and address matches partially/completely and for MAY DUNS we found company name ""CBS Personnel Services, LLC "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",http://us.kompass.com/c/cbs-personnel-services-llc/us039563/,June/May,Headquarters / Branch,"CBS PERSONNEL SERVICES, LLC","201 E 4th St
Cincinnati, OH",937-885-5778,51288843 / 172953437,51288843
,43573591,141069026,BUCKMANS INC,BUCKMANS INC,,105 AIRPORT RD,,POTTSTOWN,PA,A,Accepted original DUNS based on input data given,43573591,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"BUCKMAN'S, INC.","105 Airport Rd
Pottstown, PA",610-495-7495,-,43573591
,602619665,9889356,LOVELL MINNICK,LOVELL MINNICK,,150 N RDNR CHST A200,,RADNOR,,A,Accepted original DUNS based on input data given,602619665,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,-,June,Headquarters,Lovell Minnick Partners LLC,"150 N Radnor Chester Rd A200
Radnor, PA",610-995-9660,-,602619665
,78577352,27379874,BILL MCCURLEY CHEV,MCCURLEY INTEGRITY,,PO BOX 2698,,TRI CITIES,WA,D,After research on the web found possible DUNS,78577352 / 027379874,"On hoovers for JUNE DUNS we found company name "" Bill McCurley Chevrolet, Inc  "" and address matches partially/completely and for MAY DUNS we found company name "" Bill McCurley Chevrolet, Inc."" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",http://www.mccurleyintegritychevrolet.com/?cs:e=g&cs:gn=s&cs:cid=77610986588&cs:kw=mccurley%20chevrolet&cs:p=&seg=dap&cs:tv=447&cs:a=pb_brand_search&cs:pro=cpb&cs:ki=1055121122,June/May,Single Location / Single Location,"Bill McCurley Chevrolet, Inc","1325 N Autoplex Way
Pasco, WA",509-547-5555,78577352 / 027379874,-
,78341790,23905904,HALEY PONTIAC GMC,HALEY PONTIAC GMC,,9811 MIDLOTHIAN TPKE,,NORTH CHESTERFIELD,VA,D,After research on the web found possible DUNS,78341790/023905904,"On hoovers for JUNE DUNS we found company name "" Haley Pontiac-Gmc Truck, Inc.  "" and address matches partially/completely and for MAY DUNS we found company name ""Haley Pontiac-Gmc Truck, Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",http://www.haleybuickgmc.com/ContactUsForm,June/May,Single Location / Headquarters,"Haley Pontiac-Gmc Truck, Inc.","9831 Midlothian Tpke
North Chesterfield, VA",804-320-9054 ,78341790/023905904,23905904
,134831606,969962609,THE ERGO BABY CRRER,THE ERGO BABY CRRER,,617 W 7TH ST # 1000,,LOS ANGELES,CA,A,Accepted original DUNS based on input data given,134831606,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,The Ergo Baby Carrier Inc,"617 W 7th St Ste 1000
Los Angeles, CA",213-283-2090,,134831606
,831759464,831435891,LIBERTY DIALYSIS,LIBERTY DIALYSIS AK,,901 E DIMOND BLVD,,ANCHORAGE,AK,D,After research on the web found possible DUNS,831759464/831435891,"On hoovers for JUNE DUNS we found company name "" Liberty Dialysis-Alaska LLC  "" and address matches partially/completely and for MAY DUNS we found company name ""Liberty Dialysis, LLC "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Branch,Liberty Dialysis-Alaska LLC,"901 E Dimond Blvd Ste G
Anchorage, AK",907-522-9099 ,831759464/831435891,
,928821016,186015210,CAPITAL REGION ORTHO,CAPITAL REGION ORTHO,,1367 WASHINGTON AVE,,ALBANY,NY,D,After research on the web found possible DUNS,928821016/186015210,"On hoovers for JUNE DUNS we found company name "" CAPITAL REGION ORTHOPAEDIC ASSOCIATES, PC  "" and address matches partially/completely and for MAY DUNS we found company name ""Capital Region Orthopaedic Associates, PC "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Branch/Headquarters,"CAPITAL REGION ORTHOPAEDIC ASSOCIATES, PC","1367 Washington Ave #200
Albany, NY ",518-943-0667,928821016/186015210,186015210
,788525991,830130357,CELL NTWRK COMM GROUP,CELL NTWRK COMM GROUP,,11-11 44TH DR.,,LONG ISLAND CITY,,B,After research on the web accept original DUNS,830130357,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,"Cel-Net Communications, Inc.","1111 44th Dr
Long Island City, NY",718-609-0135 ,,830130357
,78698066,98354629,DYLANS CANDY BAR,DYLANS CANDY BAR,,315 E 62ND ST FL 6TH,,NEW YORK,NY,A,Accepted original DUNS based on input data given,78698066,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,Dylan's Candy Bar Inc,"315 E 62nd St Fl 6
New York, NY",212-620-2700,,
,805961633,9352212,CHURCHILL CORP.,CHURCHILL CORP,,56 UTTER AVE,,HAWTHORNE,NJ,D,After research on the web found possible DUNS,805961633/9352212,"On hoovers for JUNE DUNS we found company name "" Churchill Corporate Housing &  "" and address matches partially/completely and for MAY DUNS we found company name ""Churchill Corporate Services Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Headquarters,Churchill Corporate Housing &,"56 Utter Ave
Hawthorne, NJ",973-636-9400,805961633/9352212,9352212
,78752125,838737484,NORTHERN BREWER LLC,NORTHERN BREWER LLC,,2221 HIGHWAY 36 W,,ROSEVILLE,MN,A,Accepted original DUNS based on input data given,78752125,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,"Northern Brewer, LLC","2221 Highway 36 W
Saint Paul, MN",651-291-8849,,
,15904426,603155180,LIGHTHOUSE 1 LLC,EVOLUTION1 INC,,82 HOPMEADOW ST STE 220,,WEATOGUE,CT,A,Accepted original DUNS based on input data given,15904426,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Branch,"Evolution1, Inc.","82 Hopmeadow St Ste 220
Weatogue, CT",701-499-7200,,
,63198910,154704217,STAGECOACH CARTAGE,STAGECOACH CARTAGE,,7167 CHINO DR,,EL PASO,TX,D,After research on the web found possible DUNS,63198910/154704217,"On hoovers for JUNE DUNS we found company name "" Stagecoach Cartage  "" and address matches partially/completely and for MAY DUNS we found company name ""Stagecoach Cartage and Distribution, LLC "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Headquarters,Stagecoach Cartage,"7167 Chino Dr
El Paso, TX",915-772-8659,63198910/154704217,154704217
,807998849,877950758,TRANSFAST REMITTANCE,TRANSFAST REMITTANCE,,44 WALL ST STE 400,,NEW YORK,NY,A,Accepted original DUNS based on input data given,807998849,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,TRANS-FAST REMITTANCE LLC,"44 Wall St Ste 400
New York, NY",888-973-6383,,807998849
,16990074,825352037,INLAND REAL ESTATE,INLAND REAL ESTATE,,2901 BUTTERFIELD RD,,OAK BROOK,IL,B,After research on the web accept original DUNS,825352037,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,Inland Real Estate Corporation,"2901 Butterfield Rd
Oak Brook, IL",877-206-5656,,825352037
,3326840,12721721,GREAT DANE TRAILERS,GREAT DANE TRAILERS,,602 E LATHROP AVE,,SAVANNAH,GA,D,After research on the web found possible DUNS,3326840/12721721,"On hoovers for JUNE DUNS we found company name "" GREAT DANE TRAILERS, INC.  "" and address matches partially/completely and for MAY DUNS we found company name ""Great Dane Limited Partnership "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Branch,"GREAT DANE TRAILERS, INC.","602 E Lathrop Ave
Savannah, GA",912-644-2100,3326840/12721721,3326840
,55921192,98530454,FOX FACTORY INC,FOX FACTORY INC,,3641 CHARTER PARK DR,,SAN JOSE,CA,A,Accepted original DUNS based on input data given,55921192,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,Fox Factory Inc,"3751 Charter Park Ct Ste E
San Jose, CA",,55921192,
,79747898,927644294,HUF NORTH AMERICA,HUF NORTH AMERICA,,9020 W DEAN RD,,MILWAUKEE,WI,D,After research on the web found possible DUNS,79747898/927644294,"On hoovers for JUNE DUNS we found company name "" Huf North America Die Cast Corp.  "" and address matches partially/completely and for MAY DUNS we found company name ""Huf North America Automotive Parts Manufacturing, Corp. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Headquarters,Huf North America Die Cast Corp.,"9020 W Dean Rd
Milwaukee, WI ",414-365-4950,79747898/927644294,927644294
,67791905,858949571,AAA FLAG & BANNER,AAA FLAG BANNER,,8955 NATIONAL BLVD,,LOS ANGELES,CA,D,After research on the web found possible DUNS,67791905/858949571,"On hoovers for JUNE DUNS we found company name "" AAA Flag & Banner Mfg Co Inc  "" and address matches partially/completely and for MAY DUNS we found company name ""AAA Flag & Banner Mfg Co Inc "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Branch,AAA Flag & Banner Mfg Co Inc,"8955 National Blvd
Los Angeles, CA",310-836-3341,67791905/858949571,67791905
,40181369,623394558,MAC HAIK FORD LTD,MAC HAIK FORD LTD,,11757 KATY FWY STE 1500,,HOUSTON,TX,C,After research on the web found better DUNS,7932064,"On hoovers for JUNE DUNS we found company name "" Mac Haik Chevrolet Ltd"" and address matches partially and for MAY DUNS we found company name ""MAC HAIK MANAGEMENT LLC "" and address matches partially. After research on web found better dUNS with company name ""MAC HAIK FORD LTD. "" and address matches completely.",,-,Headquarters,MAC HAIK FORD LTD.,"10333 Katy Fwy
Houston, TX ",713-932-5000,7932064,7932064
,196726777,15757893,24 SEVEN ENTERPRISES,24 SEVEN ENTERPRISES,,1073 ROUTE 94 UNIT 9,,NEW WINDSOR,,A,Accepted original DUNS based on input data given,196726777,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,24 Seven Enterprises Inc,"1073 State Route 94
New Windsor, NY",845-563-9033,,
,75036780,623764987,PLANNED PARENTHOOD,PLANNED PARENTHOOD,,206 E STATE ST,,COLUMBUS,OH,A,Accepted original DUNS based on input data given,75036780,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"Planned Parenthood of Central Ohio, Inc.","206 E State St
Columbus, OH",614-224-2235,,75036780
,34535790,59910968,PO BOX 39000,BFC FINANCIAL CORP,,PO BOX 39000,,FT LAUDERDALE,FL,B,After research on the web accept original DUNS,59910968,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,BFC FINANCIAL CORPORATION,"401 E Las Olas Blvd #800
Fort Lauderdale, FL",954-940-4900,,59910968
,624083098,788960727,LEWIS PR INC,LEWIS PR INC,,575 MARKET ST,,SAN FRANCISCO,CA,A,Accepted original DUNS based on input data given,624083098,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,LEWIS PR INC.,"575 Market St Ste 1200
San Francisco, CA",415-432-2400,,624083098
,131025108,179621441,TONI & GUY USA LLC,TONI GUY USA LLC,,4251 KELLWAY CIR,,ADDISON,TX,A,Accepted original DUNS based on input data given,131025108,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"TONI&GUY U.S.A., LLC","4251 Kellway Cir
Addison, TX",972-357-5435,,131025108
,78614987,7242402,HUMEDCO CORP,HUMEDCO CORP,,601 CHAPEL AVE E,,CHERRY HILL,NJ,A,Accepted original DUNS based on input data given,78614987,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,https://www.google.co.in/?gfe_rd=cr&ei=5_W5VdzYIKPG8AeuzI2YBw&gws_rd=ssl#q=Humedco+Corp.,June,Single Location,Humedco Corp.,"6011 Chapel Ave East
Cherry Hill, NJ",856-356-4000,,
,807758511,797003444,RGA REINSURANCE CO,RGA REINSURANCE CO,,16600 SWINGLEY RIDGE RD,,CHESTERFIELD,MO,A,Accepted original DUNS based on input data given,807758511,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"REINSURANCE GROUP OF AMERICA, INCORPORATED","16600 Swingley Ridge Rd
Chesterfield, MO",636-736-7000,,807758511
,781178876,838171924,M & R STRATEGIC SVC,M R STRATEGIC SVC,,1901 L ST NW STE 800,,WASHINGTON,DC,A,Accepted original DUNS based on input data given,781178876,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"M&R Strategic Services, Inc.","1901 L St Nw Ste 800
Washington, DC",202-223-9541,,781178876
,80082738,148669161,TIGERS USA GLOBAL,TIGERS USA GLOBAL,,25 NW POINT BLVD STE 1025,,ELK GROVE VILLAGE,IL,A,Accepted original DUNS based on input data given,80082738,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"TIGERS (USA) GLOBAL LOGISTICS, INC.","25 Northwest Point Blvd #1025
Elk Grove Village, IL ",516-825-4774,,80082738
,78451336,808458025,GILT GROUPE,GILT GROUPE HOLDINGS,,2 PARK AVE FL 4,FL 4,NEW YORK,NY,D,After research on the web found possible DUNS,78451336/808458025,"On hoovers for JUNE DUNS we found company name "" GILT GROUPE HOLDINGS, INC.  "" and address matches partially/completely and for MAY DUNS we found company name ""Gilt Groupe, Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,"GILT GROUPE HOLDINGS, INC.","2 Park Ave Fl 4
New York, NY",877-445-8692,78451336/808458025,78451336
,11845778,833258697,OYSTAR USA INC,OYSTAR USA INC,,523 RARITAN CENTER PKWY,,EDISON,NJ,D,After research on the web found possible DUNS,11845778/833258697,"On hoovers for JUNE DUNS we found company name "" Oystar Usa, Inc.  "" and address matches partially/completely and for MAY DUNS we found company name ""Oystar Usa, Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Branch,"Oystar Usa, Inc.","523 Raritan Ctr Pkwy Raritan Ctr
Edison, NJ ",732-343-7600,11845778/833258697,11845778
,131680212,165969957,TRAVELPLEX,TRAVELPLEX,,726 N NEW BALLAS RD,,CREVE COEUR,MO,D,After research on the web found possible DUNS,131680212/165969957,"On hoovers for JUNE DUNS we found company name "" Travel Travel Kirkwood Inc  "" and address matches partially/completely and for MAY DUNS we found company name ""Travel Travel Kirkwood Inc "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Branch/Headquarters,Travel Travel Kirkwood Inc,"726 N New Ballas Rd
Saint Louis, MO",314-569-1900,131680212/165969957,165969957
,156681186,44486923,SERVICEPRO.NET INC,SERVICEPRO NETINC,,1535 GEORGESVILLE RD,,COLUMBUS,OH,A,Accepted original DUNS based on input data given,156681186,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,"Service Pro.net, Inc.","1535 Georgesville Rd
Columbus, OH",614-874-4300,,
,25289620,963797530,RUPRECHT COMPANY,RUPRECHT CO,,1301 ALLANSON RD,,MUNDELEIN,IL,D,After research on the web found possible DUNS,25289620/963797530,"On hoovers for JUNE DUNS we found company name "" Ruprecht Company  "" and address matches partially/completely and for MAY DUNS we found company name ""Ruprecht Company "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Branch,Ruprecht Company,"1301 Allanson Rd
Mundelein, IL",312-829-4100,25289620/963797530,
,183861301,31764975,TOWN OF STRATFORD,TOWN OF STRATFORD,,1000 E BROADWAY,,STRATFORD,CT,B,After research on the web accept original DUNS,31764975,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,STRATFORD SCHOOL DISTRICT,"1000 E Broadway
Stratford, CT",860-684-4240,,183861301
,79812227,624343463,ACC HEALTH INC,ACC HEALTH INC,,901 LAMBERTON PL NE,,ALBUQUERQUE,NM,D,After research on the web found possible DUNS,79812227/624343463,"On hoovers for JUNE DUNS we found company name "" ACC Health, Inc.  "" and address matches partially/completely and for MAY DUNS we found company name ""ACC HEALTH LLC "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,"ACC Health, Inc.","901 Lamberton Pl Ne
Albuquerque, NM",505-323-1300,79812227/624343463,
,89767842,182923672,NATIONAL PRESORT L.P,NATIONAL PRESORTL P,,14901 TRINITY BLVD,,FORT WORTH,TX,D,After research on the web found possible DUNS,89767842/182923672,"On hoovers for JUNE DUNS we found company name "" National Presort Services, Inc.  "" and address matches partially/completely and for MAY DUNS we found company name ""National Presort Services, Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Headquarters,"National Presort Services, Inc.","14901 Trinity Blvd
Fort Worth, TX ",214-634-2288,89767842/182923672,182923672
,16073979,31879900,CUCINELLI HOLDING CO,CUCINELLI HOLDING CO,,7 SUTTON PL,,BREWSTER,NY,D,After research on the web found possible DUNS,16073979/031879900,"On hoovers for JUNE DUNS we found company name "" Cucinelli Retail Lv, LLC  "" and address matches partially/completely and for MAY DUNS we found company name ""Brunello Cucinelli, Usa, Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,"Cucinelli Retail Lv, LLC","7 Sutton Pl
Brewster, NY",845-363-6273,16073979/031879900,
,48781830,806515925,SONEPAR MANAGEMENT USA,SONEPAR MANAGEMENT USA,,510 WALNUT 4FL S400,,PHILADELPHIA,,A,Accepted original DUNS based on input data given,48781830,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"Sonepar Management Us, Inc.","510 Walnut St Ste 400
Philadelphia, PA",215-399-5900,,48781830
,169866634,939223046,VISION SOURCE LP,VISION SOURCE LP,,23824 HW 59 NORTH,,KINGWOOD,,D,After research on the web found possible DUNS,169866634/939223046,"On hoovers for JUNE DUNS we found company name "" VISION SOURCE L.P.  "" and address matches partially/completely and for MAY DUNS we found company name "" Vision Source Laser Clinic L.P."" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,VISION SOURCE L.P.,"23824 Highway 59 N
Kingwood, TX ",281-312-1111,/169866634939223046,
,85004430,824730998,HEITKAMP INC,HEITKAMP INC,,99 CALLENDER RD,,WATERTOWN,CT,D,After research on the web found possible DUNS,85004430/85004430,"On hoovers for JUNE DUNS we found company name "" HEITKAMP, INC.  "" and address matches partially/completely and for MAY DUNS we found company name ""HEITKAMP, INC. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Branch,"HEITKAMP, INC.","99 Callender Rd
Watertown, CT",860-274-5468,85004430/85004430,85004430
,4193749,151992369,KIRKLANDS,KIRKLANDS,,431 SMITH LN,,JACKSON,TN,D,After research on the web found possible DUNS,004193749/151992369,"On hoovers for JUNE DUNS we found company name "" KIRKLAND'S OF BEL AIR MALL, MOBILE, AL, INC.  "" and address matches partially/completely and for MAY DUNS we found company name ""Kirkland's of Memphis, Tn, Laurelwood Shopping Center Inc "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,"KIRKLAND'S OF BEL AIR MALL, MOBILE, AL, INC.","431 Smith Ln
Jackson, TN ",731-668-2444,004193749/151992369,
,78612166,55478408,SCOTT USA INC,SCOTT USA INC,,651 CRITCHLOW DR,,OGDEN,UT,A,Accepted original DUNS based on input data given,78612166,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Branch,"SCOTT USA, INC.","651 Critchlow Dr Ste 2
Ogden, UT",208-622-1000,,
,362612405,76160555,ST CAMILLUS HEALTH,ST CAMILLUS HEALTH,,10101 W WISCONSIN AVE,,MILWAUKEE,WI,D,After research on the web found possible DUNS,362612405/076160555,"On hoovers for JUNE DUNS we found company name "" St. Camillus Health System, In  "" and address matches partially/completely and for MAY DUNS we found company name ""ST. CAMILLUS HEALTH SYSTEM, INC. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,"St. Camillus Health System, In","10101 W Wisconsn Ave Stp1 Stop
Milwaukee, WI",414-258-3674,362612405/076160555,
,77080018,108067158,THE PHILA ORCHESTRA,THE PHILA ORCHESTRA,,ONE S BROAD ST 14FL,,PHILADELPHIA,,A,Accepted original DUNS based on input data given,77080018,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,The Philadelphia Orchestra Association,"1 S Broad St
Philadelphia, PA",215-893-1900,,77080018
,78891669,41577396,VIATECH PUBLISHING,VIATECH PUBLISHING,,1440 5TH AVE,,BAY SHORE,NY,A,Accepted original DUNS based on input data given,78891669,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Branch,"Viatech Publishing Solutions, Inc.","1440 5th Ave
Bay Shore, NY ",631-968-8500,,
,79406051,167291801,ALDERA HOLDINGS INC,ALDERA HOLDINGS INC,,10680 TREENA ST STE 303,,SAN DIEGO,CA,A,Accepted original DUNS based on input data given,79406051,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Branch,"Aldera Holdings, Inc.","Aldera Holdings, Inc.",858-617-6300,,
,145715202,74804642,PATTON BOGGS L.L.P.,PATTON BOGGSL L P,,1500 W 3RD ST,,CLEVELAND,OH,A,Accepted original DUNS based on input data given,145715202,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Branch,SQUIRE PATTON BOGGS (US) LLP,"1500 W 3rd St Ste 450
Cleveland, OH",216-687-3400,,
,140196499,105911684,GALAXY GAMING INC,GALAXY GAMING INC,,6767 SPENCER ST,,LAS VEGAS,NV,D,After research on the web found possible DUNS,140196499/105911684,"On hoovers for JUNE DUNS we found company name "" GALAXY GAMING, INC.  "" and address matches partially/completely and for MAY DUNS we found company name ""Galaxy Gaming LLC "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,"GALAXY GAMING, INC.","6767 Spencer St
Las Vegas, NV",702-939-3254,140196499/105911684,
,798029711,21494498,PERFORMING ARTS CENTER,PERFORMING ARTS CENTER,,1300 BISCAYNE BLVD,,MIAMI,FL,D,After research on the web found possible DUNS,798029711/21494498,"On hoovers for JUNE DUNS we found company name "" PERFORMING ARTS CENTER TRUST, INC.  "" and address matches partially/completely and for MAY DUNS we found company name "" ADRIENNE ARSHT CENTER FOUNDATION, INC."" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,"PERFORMING ARTS CENTER TRUST, INC.","1300 Biscayne Blvd
Miami, FL",305-949-6722,798029711/21494498,
,825009343,38181483,MERISEL INC,COLOREDGE INC,MERISEL INC,127W W 30TH ST FL 5,,NEW YORK,NY,B,After research on the web accept original DUNS,38181483,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,"Merisel, Inc","127 W 30th St Fl 5
New York, NY",212-594-4800,,38181483
,55624357,628002875,JDCI ENTERPRISES INC,JDCI ENTERPRISES INC,,12301 METRO PKWY,,FORT MYERS,FL,B,After research on the web accept original DUNS,628002875,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Single Location,Jdci Boat Master Aluminum Trailers,"12301 Metro Pkwy
Fort Myers, FL ",239-768-2293,,
,30739617,7960164,BIRMINGHAM RAIL,BIRMINGHAM RAIL,,PO BOX 530157,,BIRMINGHAM,AL,D,After research on the web found possible DUNS,030739617/7960164,"On hoovers for JUNE DUNS we found company name "" Birmingham Rail & Locomotive Co Inc  "" and address matches partially/completely and for MAY DUNS we found company name ""Birmingham Rail & Locomotive Co., Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Headquarters,Birmingham Rail & Locomotive Co Inc,"5205 5th Ave N
Birmingham, AL",800-241-2260,030739617/7960164,7960164
,117830401,117814389,BBR PARTNERS LLC,BBR PARTNERS LLC,,140 E 45TH ST FL 26,,NEW YORK,NY,A,Accepted original DUNS based on input data given,117814389,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,Bbr Investment Management LLC,"140 E 45th St Fl 26
New York, NY",212-313-9870,,
,91926220,831900175,MORONGO BND OF INDNS,MORONGO BND OF INDNS,,12700 PUMARRA RD,,BANNING,CA,D,After research on the web found possible DUNS,091926220/831900175,"On hoovers for JUNE DUNS we found company name "" Morongo Band of Mission Indians  "" and address matches partially/completely and for MAY DUNS we found company name ""Morongo Band of Mission Indians "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Branch,Morongo Band of Mission Indians,"12700 Pumarra Rd
Banning, CA",951-849-4697,091926220/831900175,91926220
,37352732,876730917,WINDCREEK CASINO&HTL,WINDCREEK CASINOHTL,,303 POARCH RD,,ATMORE,AL,B,After research on the web accept original DUNS,876730917,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Single Location,Wind Creek Casino & Hotel,"303 Poarch Rd
Atmore, AL",866-946-3360,,
,63345656,185090516,IMPACT SALES INC,IMPACT SALES INC,,915 W JEFFERSON ST,,BOISE,ID,A,Accepted original DUNS based on input data given,63345656,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"Impact Sales, Inc","915 W Jefferson St Ste A
Boise, ID",208-343-5800,,63345656
,78321475,50780485,LAROX INC,OUTOTEC USA INC,,8280 STAYTON DR,,JESSUP,MD,B,After research on the web accept original DUNS,50780485,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Single Location,"LAROX, INCORPORATED","8280 Stayton Dr Ste M
Jessup, MD",301-543-1200,,
